Date,Name,ELO_smooth
2017-01-09,Gavin Jones,1786
2017-01-09,George Turner,NA
2017-01-09,Georgi Korovski,NA
2017-01-09,Greg Lloyd,NA
2017-01-09,Gruff Jones,1767
2017-01-09,Grzegorz Toczek,2282
2017-01-09,Guy Wagner,1929
2017-01-09,Hamid Farani Sani,NA
2017-01-09,Hanni Youssef,1629
2017-01-09,HaoYu Yin,NA
2017-01-09,Harri Hampson,NA
2017-01-09,Hefin Jones,NA
2017-01-09,Henry Jones,NA
2017-01-09,Hugh Price,1769
2017-01-09,Ieuan Bevan Jones,NA
2017-01-09,Ivan De La Cruz,NA
2017-01-09,Jack Nicol,NA
2017-01-09,Jaime Davies,NA
2017-01-09,Jake Hurley,1769
2017-01-09,James Tapp,NA
2017-01-09,Javier Martin Perez,2056
2017-01-09,Jeff Rowland,1817
2017-01-09,Jen Taylor,NA
2017-01-09,Joe Fathallah,2090
2017-01-09,John Fletcher,2014
2017-01-09,John Hannay,NA
2017-01-09,John Trevelyan,2108
2017-01-09,Jonathan Bold,1928
2017-01-09,Jonathan Lewis,NA
2017-01-09,Joseph Sartin,NA
2017-01-09,Joseph Setchfield,1405
2017-01-09,Josh Robinson,NA
2017-01-09,Joshua McKenna,NA
2017-01-09,Juan Carlos Payan,NA
2017-01-09,Juan Rodriguez,2073
2017-01-09,Jude Roberts,NA
2017-01-09,Keith Thompson,1939
2017-01-09,Kimberly Chong,1646
2017-01-09,Kristan Enoch,NA
2017-01-09,Krzysztof Jakubiak,NA
2017-01-09,Leon Zedlmayer,NA
2017-01-09,Marcell Vesz,1701
2017-01-09,Mark Maddock,1524
2017-01-09,Martin Blackman-Siegler,NA
2017-01-09,Mateusz Graczyk,NA
2017-01-09,Matt Staniforth,2042
2017-01-09,Matthew Davies,NA
2017-01-09,Matthew Wilson,1865
2017-01-09,Micah OToole,NA
2017-01-09,Michael Arribas-Ayllon,1801
2017-01-09,Mike Edwards,1871
2017-01-09,Mike Smith,1292
2017-01-09,Miltos Zoumekas,NA
2017-01-09,Muhieddin Hamadah,1587
2017-01-09,Nick Van Noorden,NA
2017-01-09,Nigel Ralphs,NA
2017-01-09,Oleksandr Zhuravel,NA
2017-01-09,Olivia Smith,2052
2017-01-09,Paul Meara,NA
2017-01-09,Peter Ehsandar,2029
2017-01-09,Peter Quinn,1939
2017-01-09,Phil Buttle,NA
2017-01-09,Piotr Graczyk,NA
2017-01-09,Reginald Mba,NA
2017-01-09,Reuben Hilliar,NA
2017-01-09,Richard Cousins,NA
2017-01-09,Ryan Cheung,NA
2017-01-09,Sam Jukes,1876
2017-01-09,Sam Rhydderch,NA
2017-01-09,Samuele Scarpignato,NA
2017-01-09,Shayanna Sivarajasingam,1899
2017-01-09,Stephen Hughes,1407
2017-01-09,Steve Curtis,2037
2017-01-09,Steve Herkes,1757
2017-01-09,Stuart Enoch,NA
2017-01-09,Tom Brown,2142
2017-01-09,Tom McIlveen,NA
2017-01-09,Vaseekaran Sivarajasingam,1741
2017-01-09,Venetia Sivarajasingam,1862
2017-01-09,Will Parkinson,NA
2017-01-09,Yaroslav Sharhorodsky,NA
2017-01-09,Zack Wilkins,NA
2017-01-10,Aaryan Pandit,NA
2017-01-10,Abir Deshpande,NA
2017-01-10,Alan Pietrzyk,1545
2017-01-10,Alan Spice,2065
2017-01-10,Aled George,1713
2017-01-10,Alex Bullen,2138
2017-01-10,Alex Freeland,2070
2017-01-10,Alex Wills,1873
2017-01-10,Andrei Zhuravlev,NA
2017-01-10,Anezka Vlkova,NA
2017-01-10,Angus Lloyd,NA
2017-01-10,Ashika Shahameeran,NA
2017-01-10,Ayodele Sadiq,NA
2017-01-10,Barbara Graczyk-Gibiec,NA
2017-01-10,Benjamin Oh,NA
2017-01-10,Bertie Carvey,NA
2017-01-10,Bethan Mattingley,NA
2017-01-10,Bill Harle,1848
2017-01-10,Bill Hunt,1908
2017-01-10,Bill Wilkins,1623
2017-01-10,Celso Bettencourt Pinto,2023
2017-01-10,Charles Summers,1920
2017-01-10,Chris Fox,1848
2017-01-10,Chris Golding,1659
2017-01-10,Chris Hooper,1689
2017-01-10,Christine Muschiato,1747
2017-01-10,Cian Grattidge,1352
2017-01-10,Con Ariti,NA
2017-01-10,Connor Evans,1311
2017-01-10,Conor Hunt,1789
2017-01-10,Csege Hanczar,NA
2017-01-10,Csombor Hanczar,NA
2017-01-10,Cyril Ley,NA
2017-01-10,Dave McGhee,NA
2017-01-10,David L Roberts,2081
2017-01-10,David ODonnell,1878
2017-01-10,David Thorne,1634
2017-01-10,Dennis Stokes-Carter,NA
2017-01-10,Derek Jones,2032
2017-01-10,Derek Smith,1908
2017-01-10,Dominic Murray,NA
2017-01-10,Edward Donovan,1862
2017-01-10,Edward Mason,1653
2017-01-10,Egor Muljarov,1734
2017-01-10,Elliott MacNeil,1770
2017-01-10,Emma Kong,NA
2017-01-10,Evan Lewis,NA
2017-01-10,Gavin Jones,1786
2017-01-10,George Turner,NA
2017-01-10,Georgi Korovski,NA
2017-01-10,Greg Lloyd,NA
2017-01-10,Gruff Jones,1767
2017-01-10,Grzegorz Toczek,2284
2017-01-10,Guy Wagner,1929
2017-01-10,Hamid Farani Sani,NA
2017-01-10,Hanni Youssef,1629
2017-01-10,HaoYu Yin,NA
2017-01-10,Harri Hampson,NA
2017-01-10,Hefin Jones,NA
2017-01-10,Henry Jones,NA
2017-01-10,Hugh Price,1769
2017-01-10,Ieuan Bevan Jones,NA
2017-01-10,Ivan De La Cruz,NA
2017-01-10,Jack Nicol,NA
2017-01-10,Jaime Davies,NA
2017-01-10,Jake Hurley,1769
2017-01-10,James Tapp,NA
2017-01-10,Javier Martin Perez,2056
2017-01-10,Jeff Rowland,1817
2017-01-10,Jen Taylor,NA
2017-01-10,Joe Fathallah,2091
2017-01-10,John Fletcher,2014
2017-01-10,John Hannay,NA
2017-01-10,John Trevelyan,2108
2017-01-10,Jonathan Bold,1928
2017-01-10,Jonathan Lewis,NA
2017-01-10,Joseph Sartin,NA
2017-01-10,Joseph Setchfield,1405
2017-01-10,Josh Robinson,NA
2017-01-10,Joshua McKenna,NA
2017-01-10,Juan Carlos Payan,NA
2017-01-10,Juan Rodriguez,2075
2017-01-10,Jude Roberts,NA
2017-01-10,Keith Thompson,1939
2017-01-10,Kimberly Chong,1647
2017-01-10,Kristan Enoch,NA
2017-01-10,Krzysztof Jakubiak,NA
2017-01-10,Leon Zedlmayer,NA
2017-01-10,Marcell Vesz,1701
2017-01-10,Mark Maddock,1524
2017-01-10,Martin Blackman-Siegler,NA
2017-01-10,Mateusz Graczyk,NA
2017-01-10,Matt Staniforth,2042
2017-01-10,Matthew Davies,NA
2017-01-10,Matthew Wilson,1865
2017-01-10,Micah OToole,NA
2017-01-10,Michael Arribas-Ayllon,1801
2017-01-10,Mike Edwards,1871
2017-01-10,Mike Smith,1296
2017-01-10,Miltos Zoumekas,NA
2017-01-10,Muhieddin Hamadah,1587
2017-01-10,Nick Van Noorden,NA
2017-01-10,Nigel Ralphs,NA
2017-01-10,Oleksandr Zhuravel,NA
2017-01-10,Olivia Smith,2052
2017-01-10,Paul Meara,NA
2017-01-10,Peter Ehsandar,2027
2017-01-10,Peter Quinn,1939
2017-01-10,Phil Buttle,NA
2017-01-10,Piotr Graczyk,NA
2017-01-10,Reginald Mba,NA
2017-01-10,Reuben Hilliar,NA
2017-01-10,Richard Cousins,NA
2017-01-10,Ryan Cheung,NA
2017-01-10,Sam Jukes,1876
2017-01-10,Sam Rhydderch,NA
2017-01-10,Samuele Scarpignato,NA
2017-01-10,Shayanna Sivarajasingam,1899
2017-01-10,Stephen Hughes,1407
2017-01-10,Steve Curtis,2037
2017-01-10,Steve Herkes,1757
2017-01-10,Stuart Enoch,NA
2017-01-10,Tom Brown,2142
2017-01-10,Tom McIlveen,NA
2017-01-10,Vaseekaran Sivarajasingam,1741
2017-01-10,Venetia Sivarajasingam,1866
2017-01-10,Will Parkinson,NA
2017-01-10,Yaroslav Sharhorodsky,NA
2017-01-10,Zack Wilkins,NA
2017-01-11,Aaryan Pandit,NA
2017-01-11,Abir Deshpande,NA
2017-01-11,Alan Pietrzyk,1545
2017-01-11,Alan Spice,2066
2017-01-11,Aled George,1713
2017-01-11,Alex Bullen,2138
2017-01-11,Alex Freeland,2070
2017-01-11,Alex Wills,1873
2017-01-11,Andrei Zhuravlev,NA
2017-01-11,Anezka Vlkova,NA
2017-01-11,Angus Lloyd,NA
2017-01-11,Ashika Shahameeran,NA
2017-01-11,Ayodele Sadiq,NA
2017-01-11,Barbara Graczyk-Gibiec,NA
2017-01-11,Benjamin Oh,NA
2017-01-11,Bertie Carvey,NA
2017-01-11,Bethan Mattingley,NA
2017-01-11,Bill Harle,1849
2017-01-11,Bill Hunt,1907
2017-01-11,Bill Wilkins,1623
2017-01-11,Celso Bettencourt Pinto,2022
2017-01-11,Charles Summers,1919
2017-01-11,Chris Fox,1846
2017-01-11,Chris Golding,1659
2017-01-11,Chris Hooper,1691
2017-01-11,Christine Muschiato,1746
2017-01-11,Cian Grattidge,1352
2017-01-11,Con Ariti,NA
2017-01-11,Connor Evans,1311
2017-01-11,Conor Hunt,1787
2017-01-11,Csege Hanczar,NA
2017-01-11,Csombor Hanczar,NA
2017-01-11,Cyril Ley,NA
2017-01-11,Dave McGhee,NA
2017-01-11,David L Roberts,2082
2017-01-11,David ODonnell,1877
2017-01-11,David Thorne,1635
2017-01-11,Dennis Stokes-Carter,NA
2017-01-11,Derek Jones,2032
2017-01-11,Derek Smith,1909
2017-01-11,Dominic Murray,NA
2017-01-11,Edward Donovan,1865
2017-01-11,Edward Mason,1652
2017-01-11,Egor Muljarov,1734
2017-01-11,Elliott MacNeil,1770
2017-01-11,Emma Kong,NA
2017-01-11,Evan Lewis,NA
2017-01-11,Gavin Jones,1788
2017-01-11,George Turner,NA
2017-01-11,Georgi Korovski,NA
2017-01-11,Greg Lloyd,NA
2017-01-11,Gruff Jones,1768
2017-01-11,Grzegorz Toczek,2284
2017-01-11,Guy Wagner,1930
2017-01-11,Hamid Farani Sani,NA
2017-01-11,Hanni Youssef,1629
2017-01-11,HaoYu Yin,NA
2017-01-11,Harri Hampson,NA
2017-01-11,Hefin Jones,NA
2017-01-11,Henry Jones,NA
2017-01-11,Hugh Price,1769
2017-01-11,Ieuan Bevan Jones,NA
2017-01-11,Ivan De La Cruz,NA
2017-01-11,Jack Nicol,NA
2017-01-11,Jaime Davies,NA
2017-01-11,Jake Hurley,1773
2017-01-11,James Tapp,NA
2017-01-11,Javier Martin Perez,2056
2017-01-11,Jeff Rowland,1817
2017-01-11,Jen Taylor,NA
2017-01-11,Joe Fathallah,2092
2017-01-11,John Fletcher,2014
2017-01-11,John Hannay,NA
2017-01-11,John Trevelyan,2108
2017-01-11,Jonathan Bold,1928
2017-01-11,Jonathan Lewis,NA
2017-01-11,Joseph Sartin,NA
2017-01-11,Joseph Setchfield,1405
2017-01-11,Josh Robinson,NA
2017-01-11,Joshua McKenna,NA
2017-01-11,Juan Carlos Payan,NA
2017-01-11,Juan Rodriguez,2075
2017-01-11,Jude Roberts,NA
2017-01-11,Keith Thompson,1939
2017-01-11,Kimberly Chong,1648
2017-01-11,Kristan Enoch,NA
2017-01-11,Krzysztof Jakubiak,NA
2017-01-11,Leon Zedlmayer,NA
2017-01-11,Marcell Vesz,1701
2017-01-11,Mark Maddock,1524
2017-01-11,Martin Blackman-Siegler,NA
2017-01-11,Mateusz Graczyk,NA
2017-01-11,Matt Staniforth,2042
2017-01-11,Matthew Davies,NA
2017-01-11,Matthew Wilson,1865
2017-01-11,Micah OToole,NA
2017-01-11,Michael Arribas-Ayllon,1801
2017-01-11,Mike Edwards,1871
2017-01-11,Mike Smith,1300
2017-01-11,Miltos Zoumekas,NA
2017-01-11,Muhieddin Hamadah,1587
2017-01-11,Nick Van Noorden,NA
2017-01-11,Nigel Ralphs,NA
2017-01-11,Oleksandr Zhuravel,NA
2017-01-11,Olivia Smith,2052
2017-01-11,Paul Meara,NA
2017-01-11,Peter Ehsandar,2028
2017-01-11,Peter Quinn,1939
2017-01-11,Phil Buttle,NA
2017-01-11,Piotr Graczyk,NA
2017-01-11,Reginald Mba,NA
2017-01-11,Reuben Hilliar,NA
2017-01-11,Richard Cousins,NA
2017-01-11,Ryan Cheung,NA
2017-01-11,Sam Jukes,1876
2017-01-11,Sam Rhydderch,NA
2017-01-11,Samuele Scarpignato,NA
2017-01-11,Shayanna Sivarajasingam,1899
2017-01-11,Stephen Hughes,1407
2017-01-11,Steve Curtis,2037
2017-01-11,Steve Herkes,1754
2017-01-11,Stuart Enoch,NA
2017-01-11,Tom Brown,2142
2017-01-11,Tom McIlveen,NA
2017-01-11,Vaseekaran Sivarajasingam,1741
2017-01-11,Venetia Sivarajasingam,1866
2017-01-11,Will Parkinson,NA
2017-01-11,Yaroslav Sharhorodsky,NA
2017-01-11,Zack Wilkins,NA
2017-01-12,Aaryan Pandit,NA
2017-01-12,Abir Deshpande,NA
2017-01-12,Alan Pietrzyk,1545
2017-01-12,Alan Spice,2066
2017-01-12,Aled George,1713
2017-01-12,Alex Bullen,2138
2017-01-12,Alex Freeland,2070
2017-01-12,Alex Wills,1873
2017-01-12,Andrei Zhuravlev,NA
2017-01-12,Anezka Vlkova,NA
2017-01-12,Angus Lloyd,NA
2017-01-12,Ashika Shahameeran,NA
2017-01-12,Ayodele Sadiq,NA
2017-01-12,Barbara Graczyk-Gibiec,NA
2017-01-12,Benjamin Oh,NA
2017-01-12,Bertie Carvey,NA
2017-01-12,Bethan Mattingley,NA
2017-01-12,Bill Harle,1849
2017-01-12,Bill Hunt,1906
2017-01-12,Bill Wilkins,1623
2017-01-12,Celso Bettencourt Pinto,2021
2017-01-12,Charles Summers,1918
2017-01-12,Chris Fox,1847
2017-01-12,Chris Golding,1659
2017-01-12,Chris Hooper,1691
2017-01-12,Christine Muschiato,1746
2017-01-12,Cian Grattidge,1352
2017-01-12,Con Ariti,NA
2017-01-12,Connor Evans,1311
2017-01-12,Conor Hunt,1784
2017-01-12,Csege Hanczar,NA
2017-01-12,Csombor Hanczar,NA
2017-01-12,Cyril Ley,NA
2017-01-12,Dave McGhee,NA
2017-01-12,David L Roberts,2083
2017-01-12,David ODonnell,1877
2017-01-12,David Thorne,1635
2017-01-12,Dennis Stokes-Carter,NA
2017-01-12,Derek Jones,2032
2017-01-12,Derek Smith,1909
2017-01-12,Dominic Murray,NA
2017-01-12,Edward Donovan,1868
2017-01-12,Edward Mason,1650
2017-01-12,Egor Muljarov,1734
2017-01-12,Elliott MacNeil,1770
2017-01-12,Emma Kong,NA
2017-01-12,Evan Lewis,NA
2017-01-12,Gavin Jones,1790
2017-01-12,George Turner,NA
2017-01-12,Georgi Korovski,NA
2017-01-12,Greg Lloyd,NA
2017-01-12,Gruff Jones,1770
2017-01-12,Grzegorz Toczek,2284
2017-01-12,Guy Wagner,1931
2017-01-12,Hamid Farani Sani,NA
2017-01-12,Hanni Youssef,1629
2017-01-12,HaoYu Yin,NA
2017-01-12,Harri Hampson,NA
2017-01-12,Hefin Jones,NA
2017-01-12,Henry Jones,NA
2017-01-12,Hugh Price,1769
2017-01-12,Ieuan Bevan Jones,NA
2017-01-12,Ivan De La Cruz,NA
2017-01-12,Jack Nicol,NA
2017-01-12,Jaime Davies,NA
2017-01-12,Jake Hurley,1777
2017-01-12,James Tapp,NA
2017-01-12,Javier Martin Perez,2056
2017-01-12,Jeff Rowland,1816
2017-01-12,Jen Taylor,NA
2017-01-12,Joe Fathallah,2092
2017-01-12,John Fletcher,2014
2017-01-12,John Hannay,NA
2017-01-12,John Trevelyan,2108
2017-01-12,Jonathan Bold,1928
2017-01-12,Jonathan Lewis,NA
2017-01-12,Joseph Sartin,NA
2017-01-12,Joseph Setchfield,1405
2017-01-12,Josh Robinson,NA
2017-01-12,Joshua McKenna,NA
2017-01-12,Juan Carlos Payan,NA
2017-01-12,Juan Rodriguez,2075
2017-01-12,Jude Roberts,NA
2017-01-12,Keith Thompson,1939
2017-01-12,Kimberly Chong,1648
2017-01-12,Kristan Enoch,NA
2017-01-12,Krzysztof Jakubiak,NA
2017-01-12,Leon Zedlmayer,NA
2017-01-12,Marcell Vesz,1701
2017-01-12,Mark Maddock,1524
2017-01-12,Martin Blackman-Siegler,NA
2017-01-12,Mateusz Graczyk,NA
2017-01-12,Matt Staniforth,2042
2017-01-12,Matthew Davies,NA
2017-01-12,Matthew Wilson,1865
2017-01-12,Micah OToole,NA
2017-01-12,Michael Arribas-Ayllon,1801
2017-01-12,Mike Edwards,1871
2017-01-12,Mike Smith,1300
2017-01-12,Miltos Zoumekas,NA
2017-01-12,Muhieddin Hamadah,1587
2017-01-12,Nick Van Noorden,NA
2017-01-12,Nigel Ralphs,NA
2017-01-12,Oleksandr Zhuravel,NA
2017-01-12,Olivia Smith,2052
2017-01-12,Paul Meara,NA
2017-01-12,Peter Ehsandar,2028
2017-01-12,Peter Quinn,1939
2017-01-12,Phil Buttle,NA
2017-01-12,Piotr Graczyk,NA
2017-01-12,Reginald Mba,NA
2017-01-12,Reuben Hilliar,NA
2017-01-12,Richard Cousins,NA
2017-01-12,Ryan Cheung,NA
2017-01-12,Sam Jukes,1876
2017-01-12,Sam Rhydderch,NA
2017-01-12,Samuele Scarpignato,NA
2017-01-12,Shayanna Sivarajasingam,1899
2017-01-12,Stephen Hughes,1407
2017-01-12,Steve Curtis,2037
2017-01-12,Steve Herkes,1752
2017-01-12,Stuart Enoch,NA
2017-01-12,Tom Brown,2143
2017-01-12,Tom McIlveen,NA
2017-01-12,Vaseekaran Sivarajasingam,1741
2017-01-12,Venetia Sivarajasingam,1866
2017-01-12,Will Parkinson,NA
2017-01-12,Yaroslav Sharhorodsky,NA
2017-01-12,Zack Wilkins,NA
2017-01-13,Aaryan Pandit,NA
2017-01-13,Abir Deshpande,NA
2017-01-13,Alan Pietrzyk,1545
2017-01-13,Alan Spice,2067
2017-01-13,Aled George,1713
2017-01-13,Alex Bullen,2138
2017-01-13,Alex Freeland,2070
2017-01-13,Alex Wills,1873
2017-01-13,Andrei Zhuravlev,NA
2017-01-13,Anezka Vlkova,NA
2017-01-13,Angus Lloyd,NA
2017-01-13,Ashika Shahameeran,NA
2017-01-13,Ayodele Sadiq,NA
2017-01-13,Barbara Graczyk-Gibiec,NA
2017-01-13,Benjamin Oh,NA
2017-01-13,Bertie Carvey,NA
2017-01-13,Bethan Mattingley,NA
2017-01-13,Bill Harle,1849
2017-01-13,Bill Hunt,1905
2017-01-13,Bill Wilkins,1623
2017-01-13,Celso Bettencourt Pinto,2020
2017-01-13,Charles Summers,1917
2017-01-13,Chris Fox,1848
2017-01-13,Chris Golding,1659
2017-01-13,Chris Hooper,1691
2017-01-13,Christine Muschiato,1746
2017-01-13,Cian Grattidge,1352
2017-01-13,Con Ariti,NA
2017-01-13,Connor Evans,1311
2017-01-13,Conor Hunt,1781
2017-01-13,Csege Hanczar,NA
2017-01-13,Csombor Hanczar,NA
2017-01-13,Cyril Ley,NA
2017-01-13,Dave McGhee,NA
2017-01-13,David L Roberts,2084
2017-01-13,David ODonnell,1876
2017-01-13,David Thorne,1635
2017-01-13,Dennis Stokes-Carter,NA
2017-01-13,Derek Jones,2032
2017-01-13,Derek Smith,1909
2017-01-13,Dominic Murray,NA
2017-01-13,Edward Donovan,1871
2017-01-13,Edward Mason,1648
2017-01-13,Egor Muljarov,1734
2017-01-13,Elliott MacNeil,1771
2017-01-13,Emma Kong,NA
2017-01-13,Evan Lewis,NA
2017-01-13,Gavin Jones,1792
2017-01-13,George Turner,NA
2017-01-13,Georgi Korovski,NA
2017-01-13,Greg Lloyd,NA
2017-01-13,Gruff Jones,1771
2017-01-13,Grzegorz Toczek,2284
2017-01-13,Guy Wagner,1932
2017-01-13,Hamid Farani Sani,NA
2017-01-13,Hanni Youssef,1629
2017-01-13,HaoYu Yin,NA
2017-01-13,Harri Hampson,NA
2017-01-13,Hefin Jones,NA
2017-01-13,Henry Jones,NA
2017-01-13,Hugh Price,1769
2017-01-13,Ieuan Bevan Jones,NA
2017-01-13,Ivan De La Cruz,NA
2017-01-13,Jack Nicol,NA
2017-01-13,Jaime Davies,NA
2017-01-13,Jake Hurley,1780
2017-01-13,James Tapp,NA
2017-01-13,Javier Martin Perez,2056
2017-01-13,Jeff Rowland,1816
2017-01-13,Jen Taylor,NA
2017-01-13,Joe Fathallah,2092
2017-01-13,John Fletcher,2014
2017-01-13,John Hannay,NA
2017-01-13,John Trevelyan,2108
2017-01-13,Jonathan Bold,1928
2017-01-13,Jonathan Lewis,NA
2017-01-13,Joseph Sartin,NA
2017-01-13,Joseph Setchfield,1405
2017-01-13,Josh Robinson,NA
2017-01-13,Joshua McKenna,NA
2017-01-13,Juan Carlos Payan,NA
2017-01-13,Juan Rodriguez,2075
2017-01-13,Jude Roberts,NA
2017-01-13,Keith Thompson,1939
2017-01-13,Kimberly Chong,1648
2017-01-13,Kristan Enoch,NA
2017-01-13,Krzysztof Jakubiak,NA
2017-01-13,Leon Zedlmayer,NA
2017-01-13,Marcell Vesz,1701
2017-01-13,Mark Maddock,1524
2017-01-13,Martin Blackman-Siegler,NA
2017-01-13,Mateusz Graczyk,NA
2017-01-13,Matt Staniforth,2042
2017-01-13,Matthew Davies,NA
2017-01-13,Matthew Wilson,1865
2017-01-13,Micah OToole,NA
2017-01-13,Michael Arribas-Ayllon,1801
2017-01-13,Mike Edwards,1871
2017-01-13,Mike Smith,1300
2017-01-13,Miltos Zoumekas,NA
2017-01-13,Muhieddin Hamadah,1587
2017-01-13,Nick Van Noorden,NA
2017-01-13,Nigel Ralphs,NA
2017-01-13,Oleksandr Zhuravel,NA
2017-01-13,Olivia Smith,2052
2017-01-13,Paul Meara,NA
2017-01-13,Peter Ehsandar,2028
2017-01-13,Peter Quinn,1939
2017-01-13,Phil Buttle,NA
2017-01-13,Piotr Graczyk,NA
2017-01-13,Reginald Mba,NA
2017-01-13,Reuben Hilliar,NA
2017-01-13,Richard Cousins,NA
2017-01-13,Ryan Cheung,NA
2017-01-13,Sam Jukes,1876
2017-01-13,Sam Rhydderch,NA
2017-01-13,Samuele Scarpignato,NA
2017-01-13,Shayanna Sivarajasingam,1899
2017-01-13,Stephen Hughes,1407
2017-01-13,Steve Curtis,2037
2017-01-13,Steve Herkes,1749
2017-01-13,Stuart Enoch,NA
2017-01-13,Tom Brown,2143
2017-01-13,Tom McIlveen,NA
2017-01-13,Vaseekaran Sivarajasingam,1741
2017-01-13,Venetia Sivarajasingam,1866
2017-01-13,Will Parkinson,NA
2017-01-13,Yaroslav Sharhorodsky,NA
2017-01-13,Zack Wilkins,NA
2017-01-14,Aaryan Pandit,NA
2017-01-14,Abir Deshpande,NA
2017-01-14,Alan Pietrzyk,1545
2017-01-14,Alan Spice,2067
2017-01-14,Aled George,1713
2017-01-14,Alex Bullen,2136
2017-01-14,Alex Freeland,2070
2017-01-14,Alex Wills,1873
2017-01-14,Andrei Zhuravlev,NA
2017-01-14,Anezka Vlkova,NA
2017-01-14,Angus Lloyd,NA
2017-01-14,Ashika Shahameeran,NA
2017-01-14,Ayodele Sadiq,NA
2017-01-14,Barbara Graczyk-Gibiec,NA
2017-01-14,Benjamin Oh,NA
2017-01-14,Bertie Carvey,NA
2017-01-14,Bethan Mattingley,NA
2017-01-14,Bill Harle,1849
2017-01-14,Bill Hunt,1905
2017-01-14,Bill Wilkins,1623
2017-01-14,Celso Bettencourt Pinto,2020
2017-01-14,Charles Summers,1917
2017-01-14,Chris Fox,1848
2017-01-14,Chris Golding,1659
2017-01-14,Chris Hooper,1691
2017-01-14,Christine Muschiato,1746
2017-01-14,Cian Grattidge,1352
2017-01-14,Con Ariti,NA
2017-01-14,Connor Evans,1311
2017-01-14,Conor Hunt,1781
2017-01-14,Csege Hanczar,NA
2017-01-14,Csombor Hanczar,NA
2017-01-14,Cyril Ley,NA
2017-01-14,Dave McGhee,NA
2017-01-14,David L Roberts,2084
2017-01-14,David ODonnell,1876
2017-01-14,David Thorne,1635
2017-01-14,Dennis Stokes-Carter,NA
2017-01-14,Derek Jones,2032
2017-01-14,Derek Smith,1909
2017-01-14,Dominic Murray,NA
2017-01-14,Edward Donovan,1871
2017-01-14,Edward Mason,1648
2017-01-14,Egor Muljarov,1734
2017-01-14,Elliott MacNeil,1771
2017-01-14,Emma Kong,NA
2017-01-14,Evan Lewis,NA
2017-01-14,Gavin Jones,1792
2017-01-14,George Turner,NA
2017-01-14,Georgi Korovski,NA
2017-01-14,Greg Lloyd,NA
2017-01-14,Gruff Jones,1771
2017-01-14,Grzegorz Toczek,2284
2017-01-14,Guy Wagner,1932
2017-01-14,Hamid Farani Sani,NA
2017-01-14,Hanni Youssef,1629
2017-01-14,HaoYu Yin,NA
2017-01-14,Harri Hampson,NA
2017-01-14,Hefin Jones,NA
2017-01-14,Henry Jones,NA
2017-01-14,Hugh Price,1769
2017-01-14,Ieuan Bevan Jones,NA
2017-01-14,Ivan De La Cruz,NA
2017-01-14,Jack Nicol,NA
2017-01-14,Jaime Davies,NA
2017-01-14,Jake Hurley,1780
2017-01-14,James Tapp,NA
2017-01-14,Javier Martin Perez,2056
2017-01-14,Jeff Rowland,1816
2017-01-14,Jen Taylor,NA
2017-01-14,Joe Fathallah,2092
2017-01-14,John Fletcher,2011
2017-01-14,John Hannay,NA
2017-01-14,John Trevelyan,2106
2017-01-14,Jonathan Bold,1928
2017-01-14,Jonathan Lewis,NA
2017-01-14,Joseph Sartin,NA
2017-01-14,Joseph Setchfield,1405
2017-01-14,Josh Robinson,NA
2017-01-14,Joshua McKenna,NA
2017-01-14,Juan Carlos Payan,NA
2017-01-14,Juan Rodriguez,2075
2017-01-14,Jude Roberts,NA
2017-01-14,Keith Thompson,1939
2017-01-14,Kimberly Chong,1648
2017-01-14,Kristan Enoch,NA
2017-01-14,Krzysztof Jakubiak,NA
2017-01-14,Leon Zedlmayer,NA
2017-01-14,Marcell Vesz,1701
2017-01-14,Mark Maddock,1524
2017-01-14,Martin Blackman-Siegler,NA
2017-01-14,Mateusz Graczyk,NA
2017-01-14,Matt Staniforth,2042
2017-01-14,Matthew Davies,NA
2017-01-14,Matthew Wilson,1865
2017-01-14,Micah OToole,NA
2017-01-14,Michael Arribas-Ayllon,1801
2017-01-14,Mike Edwards,1871
2017-01-14,Mike Smith,1300
2017-01-14,Miltos Zoumekas,NA
2017-01-14,Muhieddin Hamadah,1587
2017-01-14,Nick Van Noorden,NA
2017-01-14,Nigel Ralphs,NA
2017-01-14,Oleksandr Zhuravel,NA
2017-01-14,Olivia Smith,2052
2017-01-14,Paul Meara,NA
2017-01-14,Peter Ehsandar,2028
2017-01-14,Peter Quinn,1939
2017-01-14,Phil Buttle,NA
2017-01-14,Piotr Graczyk,NA
2017-01-14,Reginald Mba,NA
2017-01-14,Reuben Hilliar,NA
2017-01-14,Richard Cousins,NA
2017-01-14,Ryan Cheung,NA
2017-01-14,Sam Jukes,1876
2017-01-14,Sam Rhydderch,NA
2017-01-14,Samuele Scarpignato,NA
2017-01-14,Shayanna Sivarajasingam,1899
2017-01-14,Stephen Hughes,1407
2017-01-14,Steve Curtis,2037
2017-01-14,Steve Herkes,1749
2017-01-14,Stuart Enoch,NA
2017-01-14,Tom Brown,2143
2017-01-14,Tom McIlveen,NA
2017-01-14,Vaseekaran Sivarajasingam,1741
2017-01-14,Venetia Sivarajasingam,1866
2017-01-14,Will Parkinson,NA
2017-01-14,Yaroslav Sharhorodsky,NA
2017-01-14,Zack Wilkins,NA
2017-01-15,Aaryan Pandit,NA
2017-01-15,Abir Deshpande,NA
2017-01-15,Alan Pietrzyk,1545
2017-01-15,Alan Spice,2067
2017-01-15,Aled George,1713
2017-01-15,Alex Bullen,2135
