Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
2024-12-15,Ioan Rees,Owen Crawford,NA,2057,ENG,1,2352,6.41,0.84,7.5
2024-12-15,Ioan Rees,Ifan Rathbone-Jones,n1 ifan rathbone-jones,2078,N1,0.5,2349,7.23,0.82,8
2024-07-05,Grzegorz Toczek,Matthew R Wilson,NA,1904,ENG,1,2338,0.9,0.9,1
2024-07-05,Grzegorz Toczek,Michael Binks,e1 michael binks,1994,E1,1,2339,1.78,0.88,2
2024-07-06,Grzegorz Toczek,Boris Chatalbashev,NA,2483,FIDE,0,2336,2.08,0.3,2
2024-07-07,Grzegorz Toczek,Francisco Javier Cuenca Jimenez,NA,2036,FIDE,1,2338,2.93,0.85,3
2024-07-07,Grzegorz Toczek,Alex Bullen,e1 alex bullen,2243,E1,0.5,2336,3.56,0.63,3.5
2024-07-08,Grzegorz Toczek,Ifan Rathbone-Jones,n1 ifan rathbone-jones,2078,N1,1,2338,4.38,0.82,4.5
2024-07-09,Grzegorz Toczek,Harry Grieve,NA,2521,ENG,0.5,2341,4.64,0.26,5
2024-07-09,Grzegorz Toczek,Yichen Han,NA,2434,ENG,0,2337,5,0.36,5
2024-07-10,Grzegorz Toczek,Jack Liu,NA,2230,ENG,1,2341,5.65,0.65,6
2024-09-11,Grzegorz Toczek,Aden Omar Omar,NA,1779,FIDE,0.5,2337,6.55,0.9,6.5
2024-09-12,Grzegorz Toczek,Jegor Lashkin,NA,2472,FIDE,0,2333,6.86,0.31,6.5
2024-09-13,Grzegorz Toczek,Ivan Andrade,NA,2132,FIDE,0,2326,7.62,0.76,6.5
2024-09-14,Grzegorz Toczek,Nico Georgiadis,NA,2510,FIDE,0,2323,7.89,0.27,6.5
2024-09-16,Grzegorz Toczek,Elvira Berend,NA,2219,FIDE,0,2316,8.55,0.66,6.5
2024-09-17,Grzegorz Toczek,Zhenyong Jayden Wong,NA,2301,FIDE,1,2321,9.1,0.55,7.5
2024-09-18,Grzegorz Toczek,Addisalem Temesgen Tsige,NA,2068,FIDE,1,2323,9.92,0.82,8.5
2024-09-19,Grzegorz Toczek,Kevin Joel Cori Quispe,NA,2461,FIDE,0,2319,10.25,0.33,8.5
2024-10-07,Grzegorz Toczek,Robert Kempinski,NA,2566,FIDE,0.5,2322,10.46,0.21,9
2024-10-08,Grzegorz Toczek,Tomas Laurusas,NA,2573,FIDE,0,2320,10.66,0.2,9
2024-10-09,Grzegorz Toczek,Stepan Zilka,NA,2552,FIDE,0,2318,10.88,0.22,9
2024-10-10,Grzegorz Toczek,Dimitrios Mastrovasilis,NA,2532,FIDE,0,2315,11.13,0.25,9
2024-10-12,Grzegorz Toczek,Kamil Dzida,NA,2384,FIDE,0,2311,11.56,0.43,9
2024-10-13,Grzegorz Toczek,Pawel Teclaf,NA,2552,FIDE,0,2309,11.78,0.22,9
2024-10-14,Grzegorz Toczek,Niclas Huschenbeth,NA,2600,FIDE,0,2307,11.96,0.18,9
2024-11-15,Grzegorz Toczek,Ben Brewer,d1 ben brewer,1895,D1,1,2308,12.86,0.9,10
2024-11-16,Grzegorz Toczek,Dave Turner,g1 dave turner,1914,G1,1,2309,13.76,0.9,11
2024-11-16,Grzegorz Toczek,Adam Musson,w1 adam musson,2039,W1,0.5,2306,14.61,0.85,11.5
2024-11-17,Grzegorz Toczek,James Tapp,e1 james tapp,2011,E1,0.5,2302,15.48,0.87,12
2024-11-17,Grzegorz Toczek,Sven Zeidler,n1 sven zeidler,2168,N1,0.5,2300,16.21,0.73,12.5
2024-09-10,Richard Dineley,Geoff Graham,n1 geoff graham,1951,N1,1,2313,0.89,0.89,1
2024-09-24,Richard Dineley,Phil Crocker,NA,2180,ENG,0.5,2311,1.57,0.68,1.5
2024-09-30,Richard Dineley,Steve Kee,NA,2136,ENG,1,2314,2.3,0.73,2.5
2024-10-01,Richard Dineley,Jeff Smith,NA,2087,ENG,1,2316,3.09,0.79,3.5
2024-10-08,Richard Dineley,Gary Quillan,NA,2413,ENG,0.5,2318,3.45,0.36,4
2024-10-29,Richard Dineley,Daniel Altmann,n1 daniel altmann,1755,N1,1,2319,4.35,0.9,5
2024-11-12,Richard Dineley,Phil Crocker,NA,2195,ENG,0.5,2317,5.01,0.66,5.5
2024-11-19,Richard Dineley,Joe Muxlow,n1 joe muxlow,1758,N1,1,2318,5.91,0.9,6.5
2024-11-25,Richard Dineley,Ethan Norris,NA,2198,ENG,0.5,2316,6.57,0.66,7
2024-11-26,Richard Dineley,Phil Crocker,NA,2195,ENG,0.5,2315,7.23,0.66,7.5
2024-12-03,Richard Dineley,Lucas Ofubu,NA,1880,ENG,1,2316,8.13,0.9,8.5
2024-12-10,Richard Dineley,Jeff Smith,NA,2094,ENG,0.5,2313,8.91,0.78,9
2024-11-17,Alexis Harakis,Ben Brewer,d1 ben brewer,1895,D1,1,2298,0.9,0.9,1
2024-11-16,Alexis Harakis,Julie van Kemenade,n1 julie van kemenade,1797,N1,1,2299,1.8,0.9,2
2024-11-16,Alexis Harakis,James Tapp,e1 james tapp,2011,E1,0,2291,2.64,0.84,2
2024-11-17,Alexis Harakis,Dave Turner,g1 dave turner,1914,G1,1,2292,3.54,0.9,3
2024-06-28,Jonathan LB Blackburn,John Wareing,NA,1986,ENG,1,2296,0.86,0.86,1
2024-06-29,Jonathan LB Blackburn,Daniel Sullivan,NA,2070,ENG,1,2299,1.65,0.79,2
2024-06-29,Jonathan LB Blackburn,Madhavan Sanjith,NA,1998,FIDE,1,2300,2.5,0.85,3
2024-06-30,Jonathan LB Blackburn,Jacob Connor Boswell,NA,2358,ENG,0.5,2301,2.91,0.41,3.5
2024-06-30,Jonathan LB Blackburn,Gediminus Sarakauskas,NA,2318,FIDE,0,2296,3.38,0.47,3.5
2024-08-10,Jonathan LB Blackburn,Harry Gardiner,NA,1933,ENG,1,2297,4.27,0.89,4.5
2024-08-10,Jonathan LB Blackburn,Alan Agnew,NA,2187,ENG,0.5,2296,4.92,0.65,5
2024-08-10,Jonathan LB Blackburn,Richard WY Lee,NA,2138,ENG,0.5,2294,5.63,0.71,5.5
2024-08-11,Jonathan LB Blackburn,Samuel A Parry,NA,2049,ENG,1,2296,6.43,0.8,6.5
2024-08-11,Jonathan LB Blackburn,Alex Bullen,e1 alex bullen,2243,E1,0.5,2295,7,0.57,7
2024-09-11,Jonathan LB Blackburn,Mohamed Ali Dima,NA,1761,FIDE,1,2296,7.9,0.9,8
2024-09-12,Jonathan LB Blackburn,Victor Bologan,NA,2598,FIDE,0,2295,8.05,0.15,8
2024-09-13,Jonathan LB Blackburn,Hamid Harmon Gulamo Jamal,NA,1960,FIDE,1,2296,8.92,0.87,9
2024-09-15,Jonathan LB Blackburn,Keletshabile Monnaatsheko,NA,2064,FIDE,0.5,2293,9.71,0.79,9.5
2024-09-16,Jonathan LB Blackburn,Marc Mertens,NA,2120,FIDE,1,2296,10.44,0.73,10.5
2024-09-18,Jonathan LB Blackburn,Yu Zhe Ashton Chia,NA,2224,FIDE,0,2290,11.04,0.6,10.5
2024-09-19,Jonathan LB Blackburn,Yoseph Kifle Kebede,NA,2037,FIDE,1,2291,11.86,0.82,11.5
2024-09-21,Jonathan LB Blackburn,Mohan Kavin,NA,1997,FIDE,0.5,2288,12.71,0.85,12
2024-09-22,Jonathan LB Blackburn,Diego Saul Rodri Flores Quillas,NA,2451,FIDE,0,2285,13,0.29,12
2024-11-23,Jonathan LB Blackburn,Kacper Kacprzak,NA,2291,FIDE,0.5,2285,13.51,0.51,12.5
2024-11-24,Jonathan LB Blackburn,Ryszard Maciol,NA,2125,FIDE,1,2288,14.24,0.73,13.5
2024-10-29,Jonathan LB Blackburn,Richard WY Lee,NA,2139,ENG,1,2291,14.95,0.71,14.5
2024-07-05,Alex Bullen,Anay Agarwal,NA,1743,ENG,1,2244,0.9,0.9,1
2024-07-05,Alex Bullen,Jose Fernando Cuenca Jimenez,NA,2479,FIDE,0,2242,1.1,0.2,1
2024-07-06,Alex Bullen,Jacco Heij,NA,1960,FIDE,1,2244,1.94,0.84,2
2024-07-07,Alex Bullen,Mark B Waterfield,NA,1950,ENG,1,2245,2.78,0.84,3
2024-07-07,Alex Bullen,Grzegorz Toczek,e1 grzegorz toczek,2337,E1,0.5,2246,3.15,0.37,3.5
2024-07-08,Alex Bullen,Jose Camacho Collados,e1 jose camacho collados,2448,E1,0,2244,3.39,0.24,3.5
2024-07-09,Alex Bullen,Indy Southcott-Moyers,NA,2272,ENG,0,2240,3.85,0.46,3.5
2024-07-09,Alex Bullen,Hugo Fowler,g1 hugo fowler,2116,G1,0.5,2238,4.53,0.68,4
2024-07-10,Alex Bullen,Duncan MacDonald,e1 duncan macdonald,2007,E1,1,2240,5.33,0.8,5
2024-08-10,Alex Bullen,Richard WY Lee,NA,2138,ENG,1,2243,5.98,0.65,6
2024-08-10,Alex Bullen,Samuel A Parry,NA,2049,ENG,1,2246,6.73,0.75,7
2024-08-10,Alex Bullen,Alan Agnew,NA,2187,ENG,0.5,2245,7.31,0.58,7.5
2024-08-11,Alex Bullen,Harry Gardiner,NA,1933,ENG,1,2246,8.17,0.86,8.5
2024-08-11,Alex Bullen,Jonathan LB Blackburn,g1 jonathan lb blackburn,2295,G1,0.5,2247,8.6,0.43,9
2024-08-24,Alex Bullen,Tashika Arora,NA,2030,ENG,1,2249,9.37,0.77,10
2024-08-24,Alex Bullen,Tim L Rogers,NA,2078,ENG,1,2252,10.09,0.72,11
2024-08-25,Alex Bullen,Bohdan Terler,NA,2041,ENG,0.5,2250,10.85,0.76,11.5
2024-08-25,Alex Bullen,Andrew P Smith,NA,2232,ENG,0,2244,11.37,0.52,11.5
2024-08-26,Alex Bullen,Timothy P Seymour,NA,2220,ENG,1,2249,11.9,0.53,12.5
2024-08-26,Alex Bullen,Patrick Damodaran,NA,2085,ENG,1,2252,12.61,0.71,13.5
2024-09-05,Alex Bullen,Adam Musson,w1 adam musson,2039,W1,0,2244,13.37,0.76,13.5
2024-09-11,Alex Bullen,Ali Youssouf Aboubaker,NA,1700,EST,1,2245,14.27,0.9,14.5
2024-09-13,Alex Bullen,Lourenco Napoleao,NA,1913,FIDE,1,2247,15.14,0.87,15.5
2024-09-14,Alex Bullen,Oliver Kurmann,NA,2421,FIDE,0,2244,15.4,0.26,15.5
2024-09-15,Alex Bullen,Kgotlane Oratile,NA,1975,FIDE,1,2246,16.22,0.82,16.5
2024-09-16,Alex Bullen,Pierre Gengler,NA,2097,FIDE,1,2249,16.92,0.7,17.5
2024-09-18,Alex Bullen,Yalemzewde Mekonnen,NA,2025,FIDE,1,2251,17.7,0.78,18.5
2024-09-19,Alex Bullen,Luis Fernando Ibarra Chami,NA,2427,FIDE,0,2248,17.96,0.26,18.5
2024-09-22,Alex Bullen,Muhd Syakir Shazmeer Azhar,NA,2086,FIDE,0.5,2246,18.67,0.71,19
2024-09-22,Alex Bullen,Fernando Miguel Fernandez Sanchez,NA,2399,FIDE,0,2243,18.96,0.29,19
2024-10-09,Alex Bullen,Joe Fathallah,e1 joe fathallah,2011,E1,1,2246,19.75,0.79,20
2024-10-13,Alex Bullen,Hugo Fowler,g1 hugo fowler,2116,G1,1,2249,20.43,0.68,21
2024-10-20,Alex Bullen,Nadav Zemach,NA,2398,FIDE,0,2246,20.72,0.29,21
2024-10-21,Alex Bullen,Rhys Cumming,NA,2339,ENG,0,2242,21.09,0.37,21
2024-10-22,Alex Bullen,Tarun Kanyamarala,NA,2369,FIDE,0.5,2244,21.42,0.33,21.5
2024-10-23,Alex Bullen,Allan Pleasants,e1 allan pleasants,2126,E1,0,2237,22.08,0.66,21.5
2024-10-24,Alex Bullen,Ivan Pryvalov,NA,2086,FIDE,0,2230,22.79,0.71,21.5
2024-10-25,Alex Bullen,Tommi Luukkonen,NA,2289,FIDE,1,2236,23.22,0.43,22.5
2024-10-26,Alex Bullen,Slobodan Stevcic,NA,2103,FIDE,1,2239,23.91,0.69,23.5
2024-10-28,Alex Bullen,Derek Jones,e1 derek jones,1989,E1,1,2241,24.72,0.81,24.5
2024-07-29,Carl Strugnell,Cocoro Matsumara,NA,2023,FIDE,0,2205,0.75,0.75,0
2024-08-01,Carl Strugnell,Michal Syrkiewicz,NA,2086,FIDE,1,2208,1.42,0.67,1
2024-08-02,Carl Strugnell,Konstantinos Samaridis,NA,2032,FIDE,0.5,2205,2.16,0.74,1.5
2024-08-03,Carl Strugnell,Novak Dumbelovic,NA,2044,FIDE,1,2208,2.88,0.72,2.5
2024-08-04,Carl Strugnell,Nikolaos Koutlas,NA,2332,FIDE,0,2205,3.21,0.33,2.5
2024-08-05,Carl Strugnell,Baris Cinar Sahbudak,NA,2073,FIDE,0,2198,3.9,0.69,2.5
2024-07-02,Tim Kett,Suraj Prabhu,e1 suraj prabhu,1727,E1,1,2201,0.9,0.9,1
2024-07-09,Tim Kett,Seb Hoccom,e1 seb hoccom,1394,E1,0.5,2193,1.8,0.9,1.5
2024-07-16,Tim Kett,John McGregor,e1 john mcgregor,1890,E1,1,2196,2.66,0.86,2.5
2024-08-17,Tim Kett,Mark Adams,g1 mark adams,2030,G1,1,2201,3.39,0.73,3.5
2024-08-17,Tim Kett,Paul Hatchett,e1 paul hatchett,2012,E1,1,2206,4.14,0.75,4.5
2024-08-18,Tim Kett,Steve Horrell,g1 steve horrell,1851,G1,1,2209,5.02,0.88,5.5
2024-08-18,Tim Kett,Gary Slegg,n1 gary slegg,1737,N1,0.5,2201,5.92,0.9,6
2024-09-05,Tim Kett,Jonathan Gilbert,g1 jonathan gilbert,2016,G1,0.5,2196,6.66,0.74,6.5
2024-10-03,Tim Kett,Adam Musson,w1 adam musson,2039,W1,0.5,2192,7.38,0.72,7
2024-10-09,Tim Kett,James Tapp,e1 james tapp,2011,E1,0.5,2187,8.13,0.75,7.5
2024-10-17,Tim Kett,Jake Hurley,e1 jake hurley,1923,E1,1,2190,8.96,0.83,8.5
2024-11-08,Tim Kett,Jeremy FS Menadue,NA,2037,ENG,1,2196,9.68,0.72,9.5
2024-11-08,Tim Kett,Keatan Patel,NA,2118,ENG,1,2204,10.29,0.61,10.5
2024-11-09,Tim Kett,Ian D Thompson,NA,2156,ENG,0.5,2202,10.85,0.56,11
2024-11-10,Tim Kett,Caleb Caleshu,NA,2071,ENG,0.5,2199,11.53,0.68,11.5
2024-11-14,Tim Kett,Derek Jones,e1 derek jones,1989,E1,0.5,2193,12.3,0.77,12
2024-11-23,Tim Kett,Anusha Subramanian,NA,2190,ENG,1,2203,12.81,0.51,13
2024-11-24,Tim Kett,Daniel Sullivan,NA,2020,ENG,1,2208,13.55,0.74,14
2024-11-27,Tim Kett,Tom Brown,e1 tom brown,2189,E1,1,2218,14.06,0.51,15
2024-12-12,Tim Kett,Ivan De La Cruz,e1 ivan de la cruz,2053,E1,0,2204,14.76,0.7,15
2024-12-14,Tim Kett,Jai Kothari,NA,2098,ENG,0.5,2201,15.4,0.64,15.5
2024-12-14,Tim Kett,Adam Nawalaniec,NA,2308,ENG,0,2194,15.75,0.35,15.5
2024-12-14,Tim Kett,Wee Zhun The,NA,2112,ENG,1,2202,16.37,0.62,16.5
2024-12-15,Tim Kett,Daniel Gomez,NA,2123,ENG,0.5,2200,16.98,0.61,17
2024-12-28,Tim Kett,Sebastian Skalski,NA,1804,ENG,1,2202,17.88,0.9,18
2024-12-28,Tim Kett,Tom Shepherd,NA,2043,ENG,0.5,2197,18.59,0.71,18.5
2024-12-29,Tim Kett,Robert M Ashworth,NA,1960,ENG,1,2202,19.39,0.8,19.5
2024-12-30,Tim Kett,Stephen P Dilleigh,NA,2049,ENG,1,2207,20.09,0.7,20.5
2024-12-30,Tim Kett,Oliver Stubbs,NA,2252,ENG,0.5,2209,20.51,0.42,21
2024-07-05,Tom Brown,Paul Chantrell,NA,1861,ENG,1,2192,0.87,0.87,1
2024-07-05,Tom Brown,Harry Grieve,NA,2521,ENG,0,2189,1,0.13,1
2024-07-06,Tom Brown,Duncan MacDonald,e1 duncan macdonald,2007,E1,1,2194,1.74,0.74,2
2024-07-07,Tom Brown,Peter K Wells,NA,2432,ENG,0.5,2200,1.94,0.2,2.5
2024-07-07,Tom Brown,Mei-En Emmanuelle Hng,NA,2207,ENG,0.5,2201,2.41,0.47,3
2024-07-08,Tom Brown,Joe Fathallah,e1 joe fathallah,2011,E1,1,2206,3.15,0.74,4
2024-07-09,Tom Brown,Boris Chatalbashev,NA,2483,FIDE,0,2203,3.31,0.16,4
2024-07-09,Tom Brown,Petr Marusenko,NA,2109,ENG,0,2191,3.92,0.61,4
2024-07-10,Tom Brown,Emma Kong,e1 emma kong,1761,E1,1,2193,4.82,0.9,5
2024-07-29,Tom Brown,Alejandro Millan del Rio,NA,1744,FIDE,1,2195,5.72,0.9,6
2024-07-30,Tom Brown,Jorge Caballero Ortin,NA,1829,FIDE,1,2197,6.61,0.89,7
2024-07-30,Tom Brown,Wilver Vargas Rodriguez,NA,2278,FIDE,0,2189,6.98,0.37,7
2024-07-31,Tom Brown,Guy Wagner,e1 guy wagner,1904,E1,1,2193,7.82,0.84,8
2024-08-01,Tom Brown,Alberto Vela Frago,NA,2331,FIDE,1,2207,8.13,0.31,9
2024-08-01,Tom Brown,Marcelo Panelo,NA,2373,FIDE,0,2201,8.39,0.26,9
2024-08-02,Tom Brown,Miguel Suarez Alvarez,NA,1953,FIDE,1,2206,9.19,0.8,10
2024-08-03,Tom Brown,Graciela Redondo Arguelles,NA,1987,FIDE,0.5,2200,9.95,0.76,10.5
2024-08-16,Tom Brown,Dylan Wastney,NA,1985,ENG,1,2205,10.71,0.76,11.5
2024-08-17,Tom Brown,Dillan Duke,NA,2125,ENG,0,2193,11.3,0.59,11.5
2024-08-17,Tom Brown,Adam May,w1 adam may,1955,W1,1,2197,12.09,0.79,12.5
2024-08-18,Tom Brown,Daniel Gomez,NA,2124,ENG,0,2185,12.68,0.59,12.5
2024-08-18,Tom Brown,Stephen J Meek,NA,2105,ENG,1,2193,13.3,0.62,13.5
2024-08-25,Tom Brown,Daniel Rivera,NA,2255,FIDE,0.5,2195,13.71,0.41,14
2024-08-25,Tom Brown,Alfredo Alonso Perez,NA,1904,FIDE,1,2198,14.55,0.84,15
2024-08-26,Tom Brown,Alejandro Uzcategui Rodriguez,NA,2321,FIDE,0.5,2202,14.87,0.32,15.5
2024-08-27,Tom Brown,Willyam Espinoza Palomino,NA,2332,FIDE,0,2196,15.18,0.31,15.5
2024-08-28,Tom Brown,Carlos Jose Martinez Rojas,NA,1984,FIDE,0,2180,15.94,0.76,15.5
2024-08-29,Tom Brown,George Zhao,NA,2126,ENG,0,2169,16.53,0.59,15.5
2024-08-30,Tom Brown,Kyllian Diaz Reyes,NA,2012,FIDE,1,2174,17.26,0.73,16.5
2024-09-04,Tom Brown,Joe Fathallah,e1 joe fathallah,2011,E1,0,2159,18,0.74,16.5
2024-09-14,Tom Brown,Mike Gale,e1 mike gale,1787,E1,1,2161,18.9,0.9,17.5
2024-09-14,Tom Brown,Chris Dixon,g1 chris dixon,1815,G1,1,2163,19.8,0.9,18.5
2024-09-14,Tom Brown,George Turner,e1 george turner,1924,E1,1,2167,20.62,0.82,19.5
2024-09-15,Tom Brown,Luke Anthony Honey,NA,2069,ENG,1,2174,21.29,0.67,20.5
2024-09-15,Tom Brown,Chris R Beaumont,NA,2176,ENG,0,2163,21.81,0.52,20.5
2024-09-25,Tom Brown,George Turner,e1 george turner,1924,E1,0.5,2157,22.63,0.82,21
2024-10-13,Tom Brown,David Perrett,e1 david perrett,1980,E1,1,2161,23.4,0.77,22
2024-10-14,Tom Brown,Gwynfor Rees,e1 gwynfor rees,2027,E1,1,2167,24.12,0.72,23
2024-11-18,Tom Brown,Derek Jones,e1 derek jones,1989,E1,1,2172,24.88,0.76,24
2024-11-20,Tom Brown,Nick Van Noorden,e1 nick van noorden,1900,E1,1,2175,25.72,0.84,25
2024-11-23,Tom Brown,Annmarie Muetsch,NA,2232,ENG,0,2166,26.16,0.44,25
2024-11-24,Tom Brown,Martina Flint,NA,1923,ENG,1,2170,26.98,0.82,26
2024-11-27,Tom Brown,Tim Kett,e1 tim kett,2199,E1,0,2160,27.47,0.49,26
2024-12-10,Tom Brown,Michael Binks,e1 michael binks,1994,E1,0.5,2155,28.22,0.75,26.5
2024-07-02,Peter Varley,Daniel Roos,NA,2311,FIDE,0,2174,0.32,0.32,0
2024-07-03,Peter Varley,Pat Hogan,NA,1906,FIDE,1,2177,1.15,0.83,1
2024-07-04,Peter Varley,Richard Meulders,NA,2154,FIDE,0.5,2176,1.69,0.54,1.5
2024-07-05,Peter Varley,Paul Wallace,NA,2181,FIDE,0,2166,2.19,0.5,1.5
2024-07-09,Peter Varley,Shernaz Kennedy,NA,1784,FIDE,1,2168,3.09,0.9,2.5
2024-07-10,Peter Varley,Yaacov Idesis,NA,1867,FIDE,0.5,2161,3.95,0.86,3
2024-07-11,Peter Varley,Thomas Falk,NA,2022,FIDE,0.5,2157,4.66,0.71,3.5
2024-08-16,Peter Varley,Andy Hill,NA,1993,ENG,1,2162,5.41,0.75,4.5
2024-08-17,Peter Varley,James Tapp,e1 james tapp,2011,E1,0,2147,6.14,0.73,4.5
2024-08-17,Peter Varley,Brent Perrin,NA,1974,ENG,1,2152,6.91,0.77,5.5
2024-08-18,Peter Varley,Junyi Zhang,NA,2038,ENG,1,2158,7.6,0.69,6.5
2024-08-18,Peter Varley,Duke Dillan,NA,2125,ENG,0.5,2157,8.18,0.58,7
2024-09-30,Peter Varley,Peter Kirby,g1 peter kirby,2045,G1,0.5,2153,8.87,0.69,7.5
2024-10-16,Peter Varley,Richard Miles,g1 richard miles,1988,G1,0.5,2148,9.62,0.75,8
2024-11-05,Peter Varley,Jonathan Gilbert,g1 jonathan gilbert,2016,G1,1,2154,10.34,0.72,9
2024-11-27,Peter Varley,Mark Adams,g1 mark adams,2030,G1,1,2159,11.04,0.7,10
2024-09-11,Olivia Smith,Orisia K Robinson,NA,1700,EST,1,2181,0.9,0.9,1
2024-09-12,Olivia Smith,Deysi Cori T.,NA,2366,FIDE,0,2176,1.15,0.25,1
2024-09-14,Olivia Smith,Eszter Sulyok,NA,2080,FIDE,1,2183,1.79,0.64,2
2024-09-15,Olivia Smith,Zuzana Borosova,NA,2205,FIDE,1,2194,2.25,0.46,3
2024-09-16,Olivia Smith,Zenia Corrales Jimenez,NA,2170,FIDE,0,2184,2.76,0.51,3
2024-09-18,Olivia Smith,Arita Strade,NA,1946,FIDE,1,2188,3.55,0.79,4
2024-09-19,Olivia Smith,Valeria Viana,NA,1882,FIDE,1,2191,4.4,0.85,5
