Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
2025-04-14,Richard Dineley,Roger Williamson,NA,2290,ENG,0.5,2309,8.4,0.53,8
2025-04-22,Richard Dineley,Bahkti Vasiev,NA,1890,ENG,1,2310,9.3,0.9,9
2025-04-24,Richard Dineley,Paul Evans,NA,1992,ENG,1,2311,10.16,0.86,10
2025-01-17,Grzegorz Toczek,David Robinson,e1 david robinson,1898,E1,1,2301,0.9,0.9,1
2025-01-18,Grzegorz Toczek,George Turner,e1 george turner,1984,E1,0,2292,1.76,0.86,1
2025-01-18,Grzegorz Toczek,Darson Beeston,w1 darson beeston,1741,W1,1,2293,2.66,0.9,2
2025-01-19,Grzegorz Toczek,Tom Brown,e1 tom brown,2155,E1,1,2296,3.36,0.7,3
2025-01-19,Grzegorz Toczek,Adam Musson,w1 adam musson,2014,W1,1,2298,4.2,0.84,4
2025-02-02,Grzegorz Toczek,Alexis Harakis,d1 alexis harakis,2292,D1,0,2293,4.71,0.51,4
2025-02-15,Grzegorz Toczek,David Norris,g1 david norris,1661,G1,1,2294,5.61,0.9,5
2025-02-15,Grzegorz Toczek,Joseph Browse,e1 joseph browse,1825,E1,1,2295,6.51,0.9,6
2025-02-16,Grzegorz Toczek,Mark Reckless,e1 mark reckless,1536,E1,1,2296,7.41,0.9,7
2025-02-16,Grzegorz Toczek,Bence Szakmany,e1 bence szakmany,1969,E1,1,2297,8.28,0.87,8
2025-04-18,Grzegorz Toczek,Sam Jukes,e1 sam jukes,2013,E1,1,2299,9.12,0.84,9
2025-04-18,Grzegorz Toczek,Iwan Cave,n1 iwan cave,2213,N1,0,2293,9.74,0.62,9
2025-04-19,Grzegorz Toczek,Adam Musson,w1 adam musson,2014,W1,1,2294,10.58,0.84,10
2025-04-19,Grzegorz Toczek,John McGregor,e1 john mcgregor,1921,E1,1,2295,11.48,0.9,11
2025-04-20,Grzegorz Toczek,Alex Freeland,e1 alex freeland,2082,E1,1,2297,12.26,0.78,12
2025-04-21,Grzegorz Toczek,Jose Camacho Collados,e1 jose camacho collados,2418,E1,0,2294,12.6,0.34,12
2025-04-21,Grzegorz Toczek,Tim Kett,e1 tim kett,2209,E1,1,2298,13.23,0.63,13
2025-01-05,Alexis Harakis,Roy Phillips,NA,2167,ENG,0,2285,0.67,0.67,0
2025-02-02,Alexis Harakis,Grzegorz Toczek,e1 grzegorz toczek,2300,E1,1,2290,1.16,0.49,1
2025-02-07,Alexis Harakis,Tim R Spanton,NA,1992,ENG,1,2292,2.01,0.85,2
2025-02-08,Alexis Harakis,Rudy van Kemenade,n1 rudy van kemenade,1946,N1,1,2293,2.89,0.88,3
2025-02-08,Alexis Harakis,Adam Woodruff,w1 adam woodruff,1991,W1,0,2285,3.74,0.85,3
2025-02-09,Alexis Harakis,Calum Salmons,d1 calum salmons,2218,D1,0.5,2284,4.34,0.6,3.5
2025-02-09,Alexis Harakis,Scott Hammett,d1 scott hammett,1802,D1,1,2285,5.24,0.9,4.5
2025-04-18,Alexis Harakis,Rudy van Kemenade,n1 rudy van kemenade,1946,N1,1,2286,6.12,0.88,5.5
2025-04-18,Alexis Harakis,Alan Spice,e1 alan spice,2050,E1,0.5,2283,6.92,0.8,6
2025-04-19,Alexis Harakis,Iwan Cave,n1 iwan cave,2213,N1,0,2277,7.53,0.61,6
2025-04-19,Alexis Harakis,Alan Young,w1 alan young,2016,W1,1,2278,8.36,0.83,7
2025-04-20,Alexis Harakis,Georgi Korovski,e1 georgi korovski,1950,E1,1,2280,9.24,0.88,8
2025-04-21,Alexis Harakis,Alex Freeland,e1 alex freeland,2082,E1,0,2272,10.01,0.77,8
2025-04-21,Alexis Harakis,Alex Bullen,e1 alex bullen,2241,E1,0,2266,10.58,0.57,8
2025-05-11,Alexis Harakis,Bence Szakmany,e1 bence szakmany,1969,E1,1,2267,11.45,0.87,9
2025-01-25,Jonathan LB Blackburn,Daniel GH Gallagher,NA,2284,ENG,0.5,2291,0.51,0.51,0.5
2025-01-26,Jonathan LB Blackburn,Dimitrios Levon Zakarian,NA,2107,ENG,0.5,2288,1.25,0.74,1
2025-02-15,Jonathan LB Blackburn,James Cole,NA,2132,ENG,1,2291,1.96,0.71,2
2025-02-16,Jonathan LB Blackburn,Javier Veldepenas Octvio,NA,2269,ENG,0.5,2291,2.49,0.53,2.5
2025-02-11,Jonathan LB Blackburn,Michael L Hancock,NA,1982,ENG,1,2292,3.35,0.86,3.5
2025-02-18,Jonathan LB Blackburn,Richard WY Lee,NA,2133,ENG,1,2295,4.06,0.71,4.5
2025-03-11,Jonathan LB Blackburn,Lee Farrington,NA,2037,ENG,1,2297,4.87,0.81,5.5
2025-04-05,Jonathan LB Blackburn,Adam A Taylor,NA,2356,ENG,1,2303,5.28,0.41,6.5
2025-04-06,Jonathan LB Blackburn,Edward Jackson,NA,2264,ENG,0,2298,5.82,0.54,6.5
2025-04-01,Jonathan LB Blackburn,Karl Lockett,NA,1870,ENG,1,2299,6.72,0.9,7.5
2025-04-08,Jonathan LB Blackburn,Richard WY Lee,NA,2131,ENG,1,2302,7.44,0.72,8.5
2025-04-18,Jonathan LB Blackburn,Michael Binks,e1 michael binks,1960,E1,1,2303,8.31,0.87,9.5
2025-04-18,Jonathan LB Blackburn,Adam Musson,w1 adam musson,2014,W1,0.5,2300,9.14,0.83,10
2025-04-19,Jonathan LB Blackburn,Alan Young,w1 alan young,2016,W1,1,2301,9.97,0.83,11
2025-04-19,Jonathan LB Blackburn,Alex Bullen,e1 alex bullen,2241,E1,0.5,2301,10.54,0.57,11.5
2025-04-20,Jonathan LB Blackburn,Jose Camacho Collados,e1 jose camacho collados,2418,E1,0,2297,10.86,0.32,11.5
2025-04-21,Jonathan LB Blackburn,Sam Jukes,e1 sam jukes,2013,E1,1,2299,11.69,0.83,12.5
2025-04-21,Jonathan LB Blackburn,Iwan Cave,n1 iwan cave,2213,N1,0.5,2298,12.3,0.61,13
2025-05-10,Jonathan LB Blackburn,Mark Bastow,n1 mark bastow,1977,N1,1,2299,13.16,0.86,14
2025-05-10,Jonathan LB Blackburn,Andrew Savage,NA,1971,ENG,1,2301,14.02,0.86,15
2025-05-11,Jonathan LB Blackburn,Harry Grieve,NA,2563,ENG,0.5,2304,14.19,0.17,15.5
2025-05-11,Jonathan LB Blackburn,Mike J Surtees,NA,2150,ENG,0.5,2302,14.88,0.69,16
2025-06-27,Jonathan LB Blackburn,Alex Webster,NA,1951,ENG,1,2303,15.76,0.88,17
2025-06-28,Jonathan LB Blackburn,Sai Vaddhireddy,NA,1968,ENG,0.5,2300,16.63,0.87,17.5
2025-06-28,Jonathan LB Blackburn,Peter Ackley,NA,1986,ENG,1,2301,17.48,0.85,18.5
2025-06-29,Jonathan LB Blackburn,Jacob Boswell,NA,2252,ENG,0.5,2301,18.04,0.56,19
2025-06-29,Jonathan LB Blackburn,Daniel Gomez,NA,2009,ENG,1,2302,18.88,0.84,20
2025-04-09,Elijah Everett,Chris Wescomb,n1 chris wescomb,1828,N1,1,2282,0.9,0.9,1
2025-01-18,Ifan Rathbone-Jones,Dave Turner,g1 dave turner,1915,G1,1,2271,0.89,0.89,1
2025-01-18,Ifan Rathbone-Jones,Adam May,w1 adam may,1921,W1,0.5,2267,1.77,0.88,1.5
2025-01-19,Ifan Rathbone-Jones,Sam Jukes,e1 sam jukes,2013,E1,1,2269,2.58,0.81,2.5
2025-01-19,Ifan Rathbone-Jones,Allan Pleasants,e1 allan pleasants,2060,E1,1,2271,3.35,0.77,3.5
2025-01-27,Ifan Rathbone-Jones,David Llewellyn,e1 david llewellyn,1954,E1,1,2273,4.21,0.86,4.5
2025-02-15,Ifan Rathbone-Jones,John Cooper,NA,2243,ENG,1,2277,4.75,0.54,5.5
2025-02-16,Ifan Rathbone-Jones,David Ireland,NA,1968,ENG,1,2279,5.6,0.85,6.5
2025-02-24,Ifan Rathbone-Jones,Justin Morgans,e1 justin morgans,1746,E1,1,2280,6.5,0.9,7.5
2025-03-08,Ifan Rathbone-Jones,Roy Thomas,e1 roy thomas,1901,E1,1,2281,7.39,0.89,8.5
2025-03-08,Ifan Rathbone-Jones,Dai James,e1 dai james,1872,E1,1,2282,8.29,0.9,9.5
2025-03-09,Ifan Rathbone-Jones,Guy Wagner,e1 guy wagner,1832,E1,1,2283,9.19,0.9,10.5
2025-03-09,Ifan Rathbone-Jones,Bence Szakmany,e1 bence szakmany,1969,E1,0.5,2280,10.04,0.85,11
2025-03-15,Ifan Rathbone-Jones,Joseph Browse,e1 joseph browse,1825,E1,1,2281,10.94,0.9,12
2025-03-15,Ifan Rathbone-Jones,Tim Kett,e1 tim kett,2209,E1,0.5,2280,11.53,0.59,12.5
2025-03-15,Ifan Rathbone-Jones,Joshua McKenna,e1 joshua mckenna,1801,E1,1,2281,12.43,0.9,13.5
2025-03-31,Ifan Rathbone-Jones,Dave Parsons,e1 dave parsons,1809,E1,1,2282,13.33,0.9,14.5
2025-04-12,Ifan Rathbone-Jones,Callum Brewer,NA,2223,ENG,0.5,2281,13.9,0.57,15
2025-04-13,Ifan Rathbone-Jones,Maria-Alexander Ciocan,NA,2130,ENG,1,2284,14.59,0.69,16
2025-05-03,Ifan Rathbone-Jones,Martin Burrows,NA,2165,ENG,1,2288,15.24,0.65,17
2025-05-04,Ifan Rathbone-Jones,Adrian Elwin,NA,2001,ENG,1,2289,16.06,0.82,18
2025-05-05,Ifan Rathbone-Jones,Silverio Abasolo,NA,2229,ENG,1,2294,16.62,0.56,19
2025-05-07,Ifan Rathbone-Jones,Jake Hurley,e1 jake hurley,1941,E1,0,2285,17.49,0.87,19
2025-03-26,Alex Bullen,Derek Jones,e1 derek jones,1944,E1,0.5,2238,0.85,0.85,0.5
2025-04-02,Alex Bullen,Tom Brown,e1 tom brown,2155,E1,0.5,2236,1.47,0.62,1
2025-04-05,Alex Bullen,Dildarav Lishoy Gengis Paratazham,NA,2152,ENG,0.5,2235,2.1,0.63,1.5
2025-04-06,Alex Bullen,Adam G Ashton,NA,2326,ENG,0.5,2236,2.48,0.38,2
2025-04-18,Alex Bullen,Lee Davis,e1 lee davis,2100,E1,0.5,2234,3.17,0.69,2.5
2025-04-18,Alex Bullen,Allan Pleasants,e1 allan pleasants,2060,E1,1,2237,3.91,0.74,3.5
2025-04-19,Alex Bullen,Alan Spice,e1 alan spice,2050,E1,1,2239,4.66,0.75,4.5
2025-04-19,Alex Bullen,Jonathan LB Blackburn,g1 jonathan lb blackburn,2291,G1,0.5,2240,5.09,0.43,5
2025-04-20,Alex Bullen,Iwan Cave,n1 iwan cave,2213,N1,0,2235,5.63,0.54,5
2025-04-21,Alex Bullen,Bence Szakmany,e1 bence szakmany,1969,E1,0.5,2231,6.46,0.83,5.5
2025-04-21,Alex Bullen,Alexis Harakis,d1 alexis harakis,2292,D1,1,2237,6.89,0.43,6.5
2025-04-23,Alex Bullen,Ivan De La Cruz,e1 ivan de la cruz,2110,E1,0.5,2235,7.57,0.68,7
2025-05-03,Alex Bullen,Andrew I Paterson,NA,2045,ENG,0.5,2233,8.33,0.76,7.5
2025-05-04,Alex Bullen,Neil H Bradbury,NA,2240,ENG,0,2228,8.83,0.5,7.5
2025-05-05,Alex Bullen,Andrew Burnett,NA,2256,ENG,0,2223,9.31,0.48,7.5
2025-05-07,Alex Bullen,Jonathan Gilbert,g1 jonathan gilbert,2038,G1,0.5,2220,10.07,0.76,8
2025-05-11,Alex Bullen,Jose Camacho Collados,e1 jose camacho collados,2418,E1,0,2218,10.34,0.27,8
2025-05-20,Alex Bullen,Tim Kett,e1 tim kett,2209,E1,0.5,2217,10.89,0.55,8.5
2025-05-29,Alex Bullen,Arvin Plaumann,NA,1920,FIDE,0,2209,11.75,0.86,8.5
2025-05-29,Alex Bullen,Minh An Nguyen,NA,1747,FIDE,0.5,2205,12.65,0.9,9
2025-05-30,Alex Bullen,Louis Nopper,NA,1897,FIDE,1,2206,13.53,0.88,10
2025-05-30,Alex Bullen,Ingo Albert,NA,1947,FIDE,1,2207,14.37,0.84,11
2025-05-31,Alex Bullen,Maximilian Steigleder,NA,1930,FIDE,1,2209,15.23,0.86,12
2025-05-31,Alex Bullen,Oleg Derr,NA,2103,FIDE,0.5,2207,15.92,0.69,12.5
2025-06-01,Alex Bullen,Tymur Muslienko,NA,2115,FIDE,0.5,2205,16.59,0.67,13
2025-02-09,Calum Salmons,Alexis Harakis,d1 alexis harakis,2292,D1,0.5,2219,0.4,0.4,0.5
2025-02-07,Calum Salmons,Paolo Ingignoli,d1 paolo ingignoli,1813,D1,1,2220,1.3,0.9,1.5
2025-02-08,Calum Salmons,Adam Woodruff,w1 adam woodruff,1991,W1,0,2212,2.09,0.79,1.5
2025-02-08,Calum Salmons,Dai James,e1 dai james,1872,E1,1,2213,2.97,0.88,2.5
2025-02-09,Calum Salmons,Gareth Harding,e1 gareth harding,1723,E1,1,2214,3.87,0.9,3.5
2025-01-07,Iwan Cave,Theo Horne,NA,1753,ENG,1,2214,0.9,0.9,1
2025-01-11,Iwan Cave,Alec Hedger,NA,2059,ENG,0.5,2212,1.61,0.71,1.5
2025-01-12,Iwan Cave,Edgar Wilson,NA,1977,ENG,0.5,2209,2.41,0.8,2
2025-01-14,Iwan Cave,Peter Anderson,NA,2107,ENG,1,2212,3.06,0.65,3
2025-02-03,Iwan Cave,Raivan Huneewooth,NA,2003,ENG,1,2215,3.83,0.77,4
2025-02-12,Iwan Cave,Jaimie Wilson,NA,2152,ENG,0,2209,4.42,0.59,4
2025-02-25,Iwan Cave,Andrey Tsvetkov,NA,2422,FIDE,0.5,2212,4.65,0.23,4.5
2025-02-26,Iwan Cave,Khumoyun Begmuratov,NA,2409,FIDE,0,2209,4.89,0.24,4.5
2025-02-27,Iwan Cave,Mateu Boci,NA,2312,FIDE,1,2216,5.25,0.36,5.5
2025-02-28,Iwan Cave,Felix-Antonio Ilinca,NA,2412,FIDE,0.5,2218,5.49,0.24,6
2025-03-01,Iwan Cave,Tahsin Zia,NA,2323,FIDE,0,2215,5.84,0.35,6
2025-03-02,Iwan Cave,Paul Peglau,NA,1951,FIDE,0,2206,6.66,0.82,6
2025-03-03,Iwan Cave,Dumar Vihaan,NA,2014,FIDE,0,2199,7.42,0.76,6
2025-03-04,Iwan Cave,Jamie Conley,NA,1853,FIDE,0.5,2195,8.31,0.89,6.5
2025-03-05,Iwan Cave,Michael Burns,NA,1983,FIDE,0,2187,9.1,0.79,6.5
2025-03-06,Iwan Cave,Andrej Pepdjonovic,NA,1649,FIDE,1,2188,10,0.9,7.5
2025-03-07,Iwan Cave,Maupeou De,NA,1852,FIDE,1,2189,10.89,0.89,8.5
2025-03-11,Iwan Cave,Roland Bezuidenhout,NA,2384,ENG,0,2187,11.16,0.27,8.5
2025-04-01,Iwan Cave,Christian Westbrook,NA,1837,ENG,1,2188,12.06,0.9,9.5
2025-04-02,Iwan Cave,Steven Jones,NA,2291,ENG,0,2184,12.45,0.39,9.5
2025-04-12,Iwan Cave,Rhys Cumming,NA,2339,ENG,0,2180,12.78,0.33,9.5
2025-04-13,Iwan Cave,Peter Kemp,NA,2124,ENG,0.5,2179,13.41,0.63,10
2025-04-15,Iwan Cave,Graham Stuart,NA,1856,ENG,1,2180,14.3,0.89,11
2025-04-18,Iwan Cave,Dave Turner,g1 dave turner,1915,G1,1,2182,15.15,0.85,12
2025-04-19,Iwan Cave,Grzegorz Toczek,e1 grzegorz toczek,2300,E1,1,2188,15.53,0.38,13
2025-04-19,Iwan Cave,Alexis Harakis,d1 alexis harakis,2292,D1,1,2194,15.92,0.39,14
2025-04-20,Iwan Cave,Jose Camacho Collados,e1 jose camacho collados,2418,E1,0.5,2197,16.16,0.24,14.5
2025-04-20,Iwan Cave,Alex Bullen,e1 alex bullen,2241,E1,1,2202,16.62,0.46,15.5
2025-04-21,Iwan Cave,Tim Kett,e1 tim kett,2209,E1,1,2207,17.13,0.51,16.5
2025-04-21,Iwan Cave,Jonathan LB Blackburn,g1 jonathan lb blackburn,2291,G1,0.5,2208,17.52,0.39,17
2025-05-03,Iwan Cave,Alan Byron,NA,2110,ENG,1,2212,18.16,0.64,18
2025-05-05,Iwan Cave,Tom Farrand,NA,2159,ENG,1,2216,18.74,0.58,19
2025-05-27,Iwan Cave,Simon Venables,NA,1942,ENG,1,2218,19.57,0.83,20
2025-05-29,Iwan Cave,William Purkiss,NA,1891,ENG,1,2219,20.43,0.86,21
2025-06-24,Iwan Cave,Matt Staniforth,e1 matt staniforth,1999,E1,1,2221,21.2,0.77,22
2025-01-03,Tim Kett,Phil Zabrocki,NA,1984,ENG,0.5,2206,0.79,0.79,0.5
2025-01-04,Tim Kett,Martin Burns,NA,1944,ENG,1,2208,1.61,0.82,1.5
2025-01-04,Tim Kett,Andrew McCumiskey,NA,2113,ENG,1,2212,2.24,0.63,2.5
2025-01-05,Tim Kett,Tomsz Sygnowski,NA,2252,ENG,0.5,2212,2.68,0.44,3
2025-01-05,Tim Kett,Mike Surtees,NA,2126,ENG,1,2216,3.3,0.62,4
2025-01-09,Tim Kett,Adam Musson,w1 adam musson,2014,W1,1,2218,4.05,0.75,5
2025-01-11,Tim Kett,Cory S Hazlehurst,NA,2089,ENG,0.5,2217,4.72,0.67,5.5
2025-01-12,Tim Kett,Ian A Robson,NA,2201,ENG,0.5,2217,5.23,0.51,6
2025-01-18,Tim Kett,Emma Kong,e1 emma kong,1946,E1,0,2209,6.05,0.82,6
2025-01-18,Tim Kett,Chris Dixon,g1 chris dixon,1849,G1,1,2210,6.94,0.89,7
2025-01-19,Tim Kett,Roy Thomas,e1 roy thomas,1901,E1,1,2211,7.79,0.85,8
2025-01-19,Tim Kett,Danylo Shevchenko,e1 danylo shevchenko,1667,E1,1,2212,8.69,0.9,9
2025-01-27,Tim Kett,Jonathan Gilbert,g1 jonathan gilbert,2038,G1,0.5,2210,9.42,0.73,9.5
2025-02-02,Tim Kett,Adam Musson,w1 adam musson,2014,W1,1,2212,10.17,0.75,10.5
2025-02-15,Tim Kett,Balahari Bharat Kumar,NA,2138,ENG,0,2206,10.77,0.6,10.5
2025-02-16,Tim Kett,Frederico Rocco,NA,2198,ENG,0,2201,11.29,0.52,10.5
2025-02-19,Tim Kett,Nick Van Noorden,e1 nick van noorden,1888,E1,0.5,2197,12.15,0.86,11
2025-02-23,Tim Kett,Jason Garcia,w1 jason garcia,2057,W1,0.5,2195,12.86,0.71,11.5
2025-02-25,Tim Kett,David Robinson,e1 david robinson,1898,E1,1,2197,13.72,0.86,12.5
2025-03-08,Tim Kett,Bence Szakmany,e1 bence szakmany,1969,E1,0.5,2194,14.52,0.8,13
2025-03-08,Tim Kett,Joseph Browse,e1 joseph browse,1825,E1,1,2195,15.42,0.9,14
2025-03-09,Tim Kett,Bob Hurn,e1 bob hurn,1612,E1,1,2196,16.32,0.9,15
2025-03-09,Tim Kett,Joshua McKenna,e1 joshua mckenna,1801,E1,1,2197,17.22,0.9,16
2025-03-10,Tim Kett,Reginald Mba,e1 reginald mba,1962,E1,0.5,2194,18.03,0.81,16.5
2025-03-12,Tim Kett,Joe Fathallah,e1 joe fathallah,2043,E1,0.5,2192,18.75,0.72,17
2025-03-15,Tim Kett,Sam Jukes,e1 sam jukes,2013,E1,0.5,2189,19.51,0.76,17.5
2025-03-15,Tim Kett,Ifan Rathbone-Jones,n1 ifan rathbone-jones,2270,N1,0.5,2190,19.92,0.41,18
2025-03-15,Tim Kett,Roy Thomas,e1 roy thomas,1901,E1,1,2191,20.77,0.85,19
2025-03-16,Tim Kett,Dai James,e1 dai james,1872,E1,1,2193,21.64,0.87,20
2025-03-16,Tim Kett,Guy Wagner,e1 guy wagner,1832,E1,0.5,2189,22.54,0.9,20.5
2025-03-20,Tim Kett,James Tapp,e1 james tapp,2080,E1,0.5,2187,23.22,0.68,21
2025-03-23,Tim Kett,Hugo Fowler,g1 hugo fowler,2110,G1,0.5,2185,23.86,0.64,21.5
2025-03-25,Tim Kett,Lucas Zheng,e1 lucas zheng,1650,E1,1,2186,24.76,0.9,22.5
2025-03-31,Tim Kett,Kevin Evans,e1 kevin evans,2007,E1,0.5,2184,25.52,0.76,23
2025-04-05,Tim Kett,Oliver Stubbs,NA,2291,ENG,0.5,2185,25.9,0.38,23.5
2025-04-06,Tim Kett,Timothy P Seymour,NA,2145,ENG,0,2179,26.49,0.59,23.5
2025-04-18,Tim Kett,Roy Thomas,e1 roy thomas,1901,E1,1,2181,27.34,0.85,24.5
2025-04-18,Tim Kett,Darson Beeston,w1 darson beeston,1741,W1,1,2182,28.24,0.9,25.5
2025-04-19,Tim Kett,Jose Camacho Collados,e1 jose camacho collados,2418,E1,0,2179,28.47,0.23,25.5
2025-04-19,Tim Kett,Jon Tuson,d1 jon tuson,1807,D1,1,2180,29.37,0.9,26.5
2025-04-20,Tim Kett,Joe Fathallah,e1 joe fathallah,2043,E1,1,2183,30.09,0.72,27.5
2025-04-21,Tim Kett,Grzegorz Toczek,e1 grzegorz toczek,2300,E1,0,2179,30.46,0.37,27.5
2025-04-21,Tim Kett,Iwan Cave,n1 iwan cave,2213,N1,0,2174,30.95,0.49,27.5
2025-05-03,Tim Kett,Yaoyao Zhu,NA,2050,ENG,0.5,2172,31.66,0.71,28
2025-05-04,Tim Kett,Paul Madden,NA,2107,ENG,1,2176,32.3,0.64,29
2025-05-05,Tim Kett,Peter AN Webster,NA,1977,ENG,1,2178,33.09,0.79,30
2025-05-08,Tim Kett,Ivan De La Cruz,e1 ivan de la cruz,2110,E1,0,2171,33.73,0.64,30
2025-05-11,Tim Kett,James Tapp,e1 james tapp,2080,E1,0,2165,34.41,0.68,30
2025-05-20,Tim Kett,Alex Bullen,e1 alex bullen,2241,E1,0.5,2165,34.86,0.45,30.5
2025-06-03,Tim Kett,Akshara Mandadapu,e1 akshara mandadapu,1310,E1,1,2166,35.76,0.9,31.5
