Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
2024-01-14,Ioan Rees,Ben J Purton,NA,2212,ENG,0.5,2337,3.59,0.67,4
2024-01-22,Ioan Rees,Ben Larkin,NA,2102,ENG,0,2329,4.38,0.79,4
2024-01-29,Ioan Rees,Pelle O Larsen,NA,2209,ENG,1,2333,5.05,0.67,5
2024-02-07,Ioan Rees,Finlay Bowcott-Terry,NA,2298,ENG,1,2337,5.6,0.55,6
2024-02-10,Ioan Rees,Manmay Chopra,NA,2235,ENG,1,2341,6.24,0.64,7
2024-02-11,Ioan Rees,Vardaan Nagpal,NA,2348,ENG,0.5,2341,6.72,0.48,7.5
2024-03-07,Ioan Rees,Philip Purcell,NA,2118,ENG,1,2343,7.5,0.78,8.5
2024-03-16,Ioan Rees,Peter Finn,NA,2288,ENG,1,2348,8.06,0.56,9.5
2024-03-17,Ioan Rees,Gordon W Scott,NA,2273,ENG,0.5,2347,8.65,0.59,10
2024-03-25,Ioan Rees,Daniel M Lambourne,NA,2088,ENG,1,2349,9.45,0.8,11
2024-03-29,Ioan Rees,Ifan Rathbone-Jones,n1 ifan rathbone-jones,2057,N1,0.5,2345,10.28,0.83,11.5
2024-03-29,Ioan Rees,Allan Pleasants,e1 allan pleasants,2121,E1,1,2348,11.05,0.77,12.5
2024-03-30,Ioan Rees,Tim Kett,e1 tim kett,2222,E1,0.5,2346,11.7,0.65,13
2024-03-30,Ioan Rees,Jonathan LB Blackburn,g1 jonathan lb blackburn,2306,G1,0,2341,12.24,0.54,13
2024-03-31,Ioan Rees,Alan Young,w1 alan young,2102,W1,0,2333,13.03,0.79,13
2024-04-01,Ioan Rees,Sam Jukes,e1 sam jukes,1988,E1,1,2334,13.91,0.88,14
2024-04-01,Ioan Rees,Bence Szakmany,e1 bence szakmany,1861,E1,1,2335,14.81,0.9,15
2024-04-23,Ioan Rees,Sheng Liang Bernard Chan,NA,2206,ENG,1,2338,15.49,0.68,16
2024-05-04,Ioan Rees,Daniel GH Gallagher,NA,2326,ENG,0.5,2338,16,0.51,16.5
2024-05-05,Ioan Rees,Gavin Wall,NA,2346,ENG,1,2343,16.48,0.48,17.5
2024-05-05,Ioan Rees,Jonathan Mestel,NA,2525,ENG,0,2341,16.73,0.25,17.5
2024-01-19,Grzegorz Toczek,Chris Dixon,g1 chris dixon,1700,G1,0.5,2324,0.9,0.9,0.5
2024-01-20,Grzegorz Toczek,Jon Tuson,d1 jon tuson,1532,D1,1,2325,1.8,0.9,1.5
2024-01-20,Grzegorz Toczek,Tom Brown,e1 tom brown,2142,E1,0.5,2323,2.54,0.74,2
2024-01-21,Grzegorz Toczek,Steven A Jones,NA,2304,ENG,1,2327,3.07,0.53,3
2024-01-21,Grzegorz Toczek,Joe Fathallah,e1 joe fathallah,2054,E1,1,2329,3.9,0.83,4
2024-01-28,Grzegorz Toczek,Alexis Harakis,d1 alexis harakis,2321,D1,1,2334,4.41,0.51,5
2024-03-03,Grzegorz Toczek,Charles F Morris,n1 charles f morris,2108,N1,1,2336,5.19,0.78,6
2024-03-16,Grzegorz Toczek,Dave J Ledger,NA,2297,ENG,0,2331,5.73,0.54,6
2024-03-17,Grzegorz Toczek,Elmira Mirzoeva,NA,2227,ENG,1,2334,6.37,0.64,7
2024-03-29,Grzegorz Toczek,Rudy van Kemenade,n1 rudy van kemenade,1912,N1,1,2335,7.27,0.9,8
2024-03-29,Grzegorz Toczek,Sven Zeidler,n1 sven zeidler,2178,N1,1,2338,7.97,0.7,9
2024-03-30,Grzegorz Toczek,Alex Bullen,e1 alex bullen,2227,E1,0.5,2337,8.61,0.64,9.5
2024-03-30,Grzegorz Toczek,Carl Strugnell,e1 carl strugnell,2188,E1,1,2340,9.3,0.69,10.5
2024-03-31,Grzegorz Toczek,Jonathan LB Blackburn,g1 jonathan lb blackburn,2306,G1,0.5,2339,9.83,0.53,11
2024-04-01,Grzegorz Toczek,Daniel Kozusek,e1 daniel kozusek,2424,E1,0,2336,10.2,0.37,11
2024-04-01,Grzegorz Toczek,Alan Young,w1 alan young,2102,W1,0.5,2333,10.99,0.79,11.5
2024-05-12,Grzegorz Toczek,Jose Camacho Collados,e1 jose camacho collados,2473,E1,0.5,2335,11.29,0.3,12
2024-06-09,Grzegorz Toczek,Lee Davis,e1 lee davis,2127,E1,1,2337,12.05,0.76,13
2024-01-15,Howard Williams,Ewan Ferguson,d1 ewan ferguson,1723,D1,1,2325,0.9,0.9,1
2024-02-07,Howard Williams,Peter Windows,d1 peter windows,1702,D1,1,2326,1.8,0.9,2
2024-02-12,Howard Williams,Alexis Harakis,d1 alexis harakis,2321,D1,0.5,2326,2.3,0.5,2.5
2024-03-11,Howard Williams,Calum Salmons,d1 calum salmons,2148,D1,0,2319,3.03,0.73,2.5
2024-03-25,Howard Williams,Ewan Ferguson,d1 ewan ferguson,1723,D1,1,2320,3.93,0.9,3.5
2023-10-25,Alexis Harakis,Ian Jones,w1 ian jones,1972,W1,1,2322,0.88,0.88,1
2024-01-15,Alexis Harakis,Luis Sanchez,d1 luis sanchez,1955,D1,0,2313,1.77,0.89,1
2024-01-17,Alexis Harakis,Steve Smith,w1 steve smith,1855,W1,1,2314,2.67,0.9,2
2024-01-28,Alexis Harakis,Grzegorz Toczek,e1 grzegorz toczek,2328,E1,0,2309,3.16,0.49,2
2024-02-12,Alexis Harakis,Howard Williams,d1 howard williams,2324,D1,0.5,2309,3.66,0.5,2.5
2024-03-03,Alexis Harakis,Jose Camacho Collados,e1 jose camacho collados,2473,E1,0,2306,3.95,0.29,2.5
2024-03-04,Alexis Harakis,Peter Bevan,w1 peter bevan,1900,W1,1,2307,4.85,0.9,3.5
2024-04-07,Alexis Harakis,Lee Davis,e1 lee davis,2127,E1,0,2300,5.6,0.75,3.5
2024-05-04,Alexis Harakis,Pall A Thorarinsson,NA,2201,ENG,0.5,2298,6.27,0.67,4
2024-05-04,Alexis Harakis,John R Richardson,NA,2336,ENG,0,2293,6.75,0.48,4
2024-05-06,Alexis Harakis,J Morgan Blake,NA,2103,ENG,1,2296,7.53,0.78,5
2024-05-12,Alexis Harakis,Adam Musson,w1 adam musson,2043,W1,1,2297,8.36,0.83,6
2023-12-12,Richard Dineley,Tim P Wall,NA,2292,ENG,0,2302,0.52,0.52,0
2024-01-09,Richard Dineley,G Brian Davies,n1 g brian davies,1743,N1,1,2303,1.42,0.9,1
2024-01-16,Richard Dineley,Denys Podcherniaev,n1 denys podcherniaev,1778,N1,1,2304,2.32,0.9,2
2024-01-30,Richard Dineley,Jeff Smith,NA,2187,ENG,1,2307,2.99,0.67,3
2024-02-05,Richard Dineley,Roger G Williamson,NA,2205,ENG,0.5,2306,3.63,0.64,3.5
2024-02-19,Richard Dineley,Steve Kee,NA,2150,ENG,0,2299,4.34,0.71,3.5
2024-02-26,Richard Dineley,Marek Korsinskij,NA,2150,ENG,1,2301,5.05,0.71,4.5
2024-02-27,Richard Dineley,Geoff Graham,n1 geoff graham,1905,N1,1,2302,5.95,0.9,5.5
2024-03-19,Richard Dineley,Phil Crocker,NA,2195,ENG,1,2306,6.61,0.66,6.5
2024-03-26,Richard Dineley,Charles F Morris,n1 charles f morris,2108,N1,1,2308,7.37,0.76,7.5
2024-04-02,Richard Dineley,Tanmay Madhusudham,n1 tanmay madhusudham,1425,N1,1,2309,8.27,0.9,8.5
2024-04-04,Richard Dineley,Paul R Evans,NA,1965,ENG,1,2311,9.15,0.88,9.5
2024-04-16,Richard Dineley,Geoff Graham,n1 geoff graham,1905,N1,1,2312,10.05,0.9,10.5
2024-01-13,Jonathan LB Blackburn,David B Graham,NA,2234,ENG,0,2300,0.6,0.6,0
2024-01-14,Jonathan LB Blackburn,Alfie Onslow,NA,2231,ENG,0.5,2299,1.21,0.61,0.5
2024-02-10,Jonathan LB Blackburn,Graham E Borrowdale,NA,1989,ENG,1,2300,2.07,0.86,1.5
2024-02-11,Jonathan LB Blackburn,Mei-En Emmanuelle Hng,NA,2152,ENG,1,2303,2.78,0.71,2.5
2024-02-27,Jonathan LB Blackburn,Harry Gardener,NA,1897,ENG,1,2304,3.68,0.9,3.5
2024-01-30,Jonathan LB Blackburn,Gerald Acey,NA,2065,ENG,0.5,2301,4.48,0.8,4
2024-03-05,Jonathan LB Blackburn,Gerald Acey,NA,2061,ENG,0.5,2298,5.28,0.8,4.5
2024-03-08,Jonathan LB Blackburn,Raymond G Evans,NA,2139,ENG,1,2301,6,0.72,5.5
2024-03-16,Jonathan LB Blackburn,David Henry Maycock Bates,NA,2326,ENG,0,2296,6.47,0.47,5.5
2024-03-17,Jonathan LB Blackburn,Panayotis Kanellopoulos,NA,2258,ENG,0.5,2296,7.04,0.57,6
2024-03-29,Jonathan LB Blackburn,Hugo Fowler,g1 hugo fowler,2110,G1,0.5,2293,7.8,0.76,6.5
2024-03-29,Jonathan LB Blackburn,Yuxuan Wu,e1 yuxuan wu,1818,E1,0.5,2289,8.7,0.9,7
2024-03-30,Jonathan LB Blackburn,Rudy van Kemenade,n1 rudy van kemenade,1912,N1,1,2290,9.6,0.9,8
2024-03-30,Jonathan LB Blackburn,Ioan Rees,e1 ioan rees,2333,E1,1,2295,10.06,0.46,9
2024-03-31,Jonathan LB Blackburn,Grzegorz Toczek,e1 grzegorz toczek,2328,E1,0.5,2296,10.53,0.47,9.5
2024-04-01,Jonathan LB Blackburn,Tim Kett,e1 tim kett,2222,E1,1,2300,11.15,0.62,10.5
2024-04-01,Jonathan LB Blackburn,Jose Camacho Collados,e1 jose camacho collados,2473,E1,0.5,2302,11.43,0.28,11
2024-04-02,Jonathan LB Blackburn,Joachim Trier,NA,1814,ENG,1,2303,12.33,0.9,12
2024-04-09,Jonathan LB Blackburn,Richard WY Lee,NA,2147,ENG,0.5,2301,13.04,0.71,12.5
2024-05-04,Jonathan LB Blackburn,Bodhana Sivanandan,NA,2142,ENG,1,2303,13.76,0.72,13.5
2024-05-05,Jonathan LB Blackburn,Henry Li,NA,2351,ENG,0,2299,14.2,0.44,13.5
2024-05-06,Jonathan LB Blackburn,John R Richardson,NA,2336,ENG,0,2294,14.66,0.46,13.5
2024-06-28,Jonathan LB Blackburn,John Wareing,NA,1977,ENG,1,2296,15.53,0.87,14.5
2024-06-29,Jonathan LB Blackburn,Daniel Sullivan,NA,2056,ENG,1,2298,16.34,0.81,15.5
2024-06-29,Jonathan LB Blackburn,Sanjith Madhavan,NA,1998,FIDE,1,2299,17.19,0.85,16.5
2024-06-30,Jonathan LB Blackburn,Jacob Connor Boswell,NA,2358,ENG,0.5,2300,17.62,0.43,17
2024-06-30,Jonathan LB Blackburn,Gediminas Sarakauskas,NA,2318,FIDE,0,2295,18.1,0.48,17
2024-01-10,Alex Bullen,Tim Kett,e1 tim kett,2222,E1,0,2219,0.51,0.51,0
2024-01-13,Alex Bullen,Mikolaj Rogacewicz,NA,2155,ENG,0.5,2217,1.11,0.6,0.5
2024-01-14,Alex Bullen,Samuel A Milson,NA,2173,ENG,1,2224,1.69,0.58,1.5
2024-01-17,Alex Bullen,Zack Wilkins,e1 zack wilkins,1337,E1,1,2226,2.59,0.9,2.5
2024-01-19,Alex Bullen,Peter Quinn,e1 peter quinn,1717,E1,1,2227,3.49,0.9,3.5
2024-01-20,Alex Bullen,Keith Downey,w1 keith downey,1713,W1,1,2229,4.39,0.9,4.5
2024-01-20,Alex Bullen,Steven A Jones,NA,2304,ENG,0,2223,4.78,0.39,4.5
2024-01-21,Alex Bullen,Sam Jukes,e1 sam jukes,1988,E1,1,2226,5.58,0.8,5.5
2024-01-21,Alex Bullen,Iwan Cave,n1 iwan cave,2182,N1,1,2233,6.14,0.56,6.5
2024-01-27,Alex Bullen,Dildarav Lishoy Gengis Paratazham,NA,1818,FIDE,1,2234,7.04,0.9,7.5
2024-01-27,Alex Bullen,Luke Anthony Honey,NA,1974,ENG,0.5,2229,7.85,0.81,8
2024-01-28,Alex Bullen,Keith Arkell,NA,2455,ENG,0,2226,8.06,0.21,8
2024-01-28,Alex Bullen,Jan Murawski,NA,2101,ENG,1,2231,8.73,0.67,9
2024-01-31,Alex Bullen,Adam Musson,w1 adam musson,2043,W1,0.5,2227,9.47,0.74,9.5
2024-02-07,Alex Bullen,Stuart Enoch,e1 stuart enoch,1294,E1,1,2229,10.37,0.9,10.5
2024-02-10,Alex Bullen,Sivanandan Velayutham,NA,1500,EST,1,2231,11.27,0.9,11.5
2024-02-11,Alex Bullen,Tom Shepherd,NA,2090,ENG,0.5,2228,11.96,0.69,12
2024-02-15,Alex Bullen,Bence Szakmany,e1 bence szakmany,1861,E1,1,2229,12.85,0.89,13
2024-02-17,Alex Bullen,Joshua McKenna,e1 joshua mckenna,1650,E1,1,2231,13.75,0.9,14
2024-02-17,Alex Bullen,Dai James,e1 dai james,1799,E1,1,2232,14.65,0.9,15
2024-02-17,Alex Bullen,Iwan Cave,n1 iwan cave,2182,N1,0.5,2231,15.21,0.56,15.5
2024-02-18,Alex Bullen,Sam Jukes,e1 sam jukes,1988,E1,1,2235,16.01,0.8,16.5
2024-02-18,Alex Bullen,Jose Camacho Collados,e1 jose camacho collados,2473,E1,0,2232,16.21,0.2,16.5
2024-02-21,Alex Bullen,Sam Jukes,e1 sam jukes,1988,E1,1,2235,17.01,0.8,17.5
2024-02-28,Alex Bullen,Joe Fathallah,e1 joe fathallah,2054,E1,1,2239,17.74,0.73,18.5
2024-03-03,Alex Bullen,Lloyd Powell,g1 lloyd powell,2110,G1,1,2244,18.4,0.66,19.5
2024-03-06,Alex Bullen,Derek Jones,e1 derek jones,2023,E1,1,2248,19.16,0.76,20.5
2024-03-13,Alex Bullen,James Tapp,e1 james tapp,1988,E1,1,2251,19.96,0.8,21.5
2024-03-16,Alex Bullen,Luca Buanne,NA,2121,ENG,1,2257,20.61,0.65,22.5
2024-03-17,Alex Bullen,Paul Talsma,NA,2153,ENG,1,2263,21.21,0.6,23.5
2024-03-20,Alex Bullen,Daniel Wilmot,e1 daniel wilmot,1880,E1,0,2249,22.09,0.88,23.5
2024-03-29,Alex Bullen,Sam Jukes,e1 sam jukes,1988,E1,1,2253,22.89,0.8,24.5
2024-03-29,Alex Bullen,Daniel Kozusek,e1 daniel kozusek,2424,E1,1,2265,23.13,0.24,25.5
2024-03-30,Alex Bullen,Grzegorz Toczek,e1 grzegorz toczek,2328,E1,0.5,2267,23.49,0.36,26
2024-03-30,Alex Bullen,Tim Kett,e1 tim kett,2222,E1,0,2259,24,0.51,26
2024-03-31,Alex Bullen,Iwan Cave,n1 iwan cave,2182,N1,1,2266,24.56,0.56,27
2024-04-01,Alex Bullen,Jose Camacho Collados,e1 jose camacho collados,2473,E1,0,2263,24.76,0.2,27
2024-04-01,Alex Bullen,Sven Zeidler,n1 sven zeidler,2178,N1,1,2270,25.33,0.57,28
2024-04-03,Alex Bullen,Matthew Davies,e1 matthew davies,1920,E1,0.5,2264,26.18,0.85,28.5
2024-05-01,Alex Bullen,Kristan Enoch,e1 kristan enoch,1483,E1,1,2265,27.08,0.9,29.5
2024-05-04,Alex Bullen,Alistair Hill,NA,2241,ENG,0.5,2266,27.56,0.48,30
2024-05-05,Alex Bullen,Karl McPhillips,NA,2143,ENG,1,2272,28.18,0.62,31
2024-05-05,Alex Bullen,Ian L Snape,NA,2200,ENG,0,2263,28.72,0.54,31
2024-05-12,Alex Bullen,Tim Kett,e1 tim kett,2222,E1,0,2255,29.23,0.51,31
2024-05-15,Alex Bullen,Reginald Mba,e1 reginald mba,1979,E1,1,2258,30.04,0.81,32
2024-05-16,Alex Bullen,Tim Kett,e1 tim kett,2222,E1,0.5,2258,30.55,0.51,32.5
2024-05-22,Alex Bullen,Vishnu Kirupakaran,e1 vishnu kirupakaran,1800,E1,0,2244,31.45,0.9,32.5
2024-05-25,Alex Bullen,Ian J Clarke,NA,1967,ENG,1,2247,32.27,0.82,33.5
2024-05-25,Alex Bullen,David L Roberts,NA,2013,ENG,0.5,2242,33.04,0.77,34
2024-05-26,Alex Bullen,Jan Murawski,NA,2176,ENG,0,2233,33.61,0.57,34
2024-05-26,Alex Bullen,Qixiang Han,NA,2048,ENG,1,2237,34.35,0.74,35
2024-05-27,Alex Bullen,Lee Davis,e1 lee davis,2127,E1,0.5,2235,34.99,0.64,35.5
2024-05-27,Alex Bullen,Tim Kett,e1 tim kett,2222,E1,1,2243,35.5,0.51,36.5
2024-01-10,Tim Kett,Alex Bullen,e1 alex bullen,2227,E1,1,2230,0.49,0.49,1
2024-01-12,Tim Kett,Sam Jukes,e1 sam jukes,1988,E1,0,2217,1.28,0.79,1
2024-01-13,Tim Kett,David Hollands,NA,1900,ENG,1,2220,2.14,0.86,2
2024-01-13,Tim Kett,Philip Zabrocki,NA,1986,ENG,1,2223,2.94,0.8,3
2024-01-14,Tim Kett,Daniel JS Sullivan,NA,2069,ENG,0.5,2220,3.65,0.71,3.5
2024-01-14,Tim Kett,Mike J Surtees,NA,2181,ENG,1,2227,4.21,0.56,4.5
2024-01-20,Tim Kett,Adam May,w1 adam may,1935,W1,1,2229,5.05,0.84,5.5
2024-01-20,Tim Kett,Ifan Rathbone-Jones,n1 ifan rathbone-jones,2057,N1,1,2234,5.77,0.72,6.5
2024-01-21,Tim Kett,Iwan Cave,n1 iwan cave,2182,N1,1,2241,6.33,0.56,7.5
2024-01-21,Tim Kett,Jon Tuson,d1 jon tuson,1532,D1,1,2242,7.23,0.9,8.5
2024-01-28,Tim Kett,Peter Varley,g1 peter varley,2165,G1,0.5,2241,7.81,0.58,9
2024-02-08,Tim Kett,Adam Musson,w1 adam musson,2043,W1,1,2245,8.55,0.74,10
2024-02-10,Tim Kett,Andrew P Horton,NA,2461,ENG,0,2242,8.75,0.2,10
2024-02-11,Tim Kett,Dominic Miller,NA,2123,ENG,1,2248,9.39,0.64,11
2024-02-27,Tim Kett,Hugo Fowler,g1 hugo fowler,2110,G1,0.5,2245,10.05,0.66,11.5
2024-03-03,Tim Kett,Allan Pleasants,e1 allan pleasants,2121,E1,0.5,2243,10.69,0.64,12
2024-03-09,Tim Kett,George I Miller,NA,1941,ENG,1,2246,11.52,0.83,13
2024-03-09,Tim Kett,Jonathan WR Underwood,NA,2078,ENG,0.5,2243,12.22,0.7,13.5
2024-03-10,Tim Kett,John Waterfield,g1 john waterfield,2023,G1,1,2246,12.98,0.76,14.5
2024-03-10,Tim Kett,Oscar Garcia,NA,2177,ENG,0.5,2245,13.54,0.56,15
2024-03-13,Tim Kett,Joe Fathallah,e1 joe fathallah,2054,E1,1,2250,14.26,0.72,16
2024-03-15,Tim Kett,Jonathan D Bourne,NA,1928,ENG,1,2252,15.1,0.84,17
2024-03-15,Tim Kett,Paul Northcott,NA,1953,ENG,1,2255,15.92,0.82,18
2024-03-16,Tim Kett,John Readey,NA,2147,ENG,0,2245,16.53,0.61,18
2024-03-16,Tim Kett,Simon D Arnold,NA,1967,ENG,1,2248,17.34,0.81,19
2024-03-17,Tim Kett,Erico Ferreira,NA,1702,EST,0.5,2242,18.24,0.9,19.5
2024-03-17,Tim Kett,Jane Richmond,g1 jane richmond,2148,G1,0.5,2240,18.84,0.6,20
2024-03-21,Tim Kett,Derek Jones,e1 derek jones,2023,E1,1,2244,19.6,0.76,21
2024-03-29,Tim Kett,Jon Tuson,d1 jon tuson,1532,D1,1,2246,20.5,0.9,22
2024-03-29,Tim Kett,Carl Strugnell,e1 carl strugnell,2188,E1,0.5,2245,21.05,0.55,22.5
2024-03-30,Tim Kett,Ioan Rees,e1 ioan rees,2333,E1,0.5,2247,21.4,0.35,23
2024-03-30,Tim Kett,Alex Bullen,e1 alex bullen,2227,E1,1,2256,21.89,0.49,24
2024-03-31,Tim Kett,Sven Zeidler,n1 sven zeidler,2178,N1,0.5,2255,22.45,0.56,24.5
2024-04-01,Tim Kett,Jonathan LB Blackburn,g1 jonathan lb blackburn,2306,G1,0,2248,22.83,0.38,24.5
2024-04-01,Tim Kett,Allan Pleasants,e1 allan pleasants,2121,E1,1,2254,23.47,0.64,25.5
2024-04-07,Tim Kett,Charles F Morris,n1 charles f morris,2108,N1,1,2260,24.13,0.66,26.5
2024-04-18,Tim Kett,Matthew Davies,e1 matthew davies,1920,E1,0.5,2254,24.98,0.85,27
2024-04-26,Tim Kett,Marios Savva,NA,1852,FIDE,1,2256,25.87,0.89,28
2024-04-27,Tim Kett,Ido Gorshtein,NA,2540,FIDE,0,2254,26.01,0.14,28
2024-04-27,Tim Kett,Daniel Udovenko,NA,1932,FIDE,0.5,2248,26.85,0.84,28.5
2024-04-28,Tim Kett,Samuel Johannes Constantinou,NA,1916,FIDE,0,2234,27.7,0.85,28.5
2024-04-29,Tim Kett,Ali Nailer,NA,1917,FIDE,1,2237,28.55,0.85,29.5
2024-04-29,Tim Kett,Valentin Danov,NA,1957,FIDE,0.5,2232,29.37,0.82,30
2024-04-30,Tim Kett,Filippos Oikonomopoulos,NA,1912,FIDE,0,2218,30.23,0.86,30
2024-05-01,Tim Kett,Charalampos Papakyriakou,NA,1859,FIDE,1,2220,31.12,0.89,31
2024-05-02,Tim Kett,Dionysios Merkouropoulos,NA,1893,FIDE,0,2206,31.99,0.87,31
2024-05-08,Tim Kett,Tom Brown,e1 tom brown,2142,E1,0.5,2204,32.6,0.61,31.5
2024-05-12,Tim Kett,Alex Bullen,e1 alex bullen,2227,E1,1,2212,33.09,0.49,32.5
2024-05-16,Tim Kett,Alex Bullen,e1 alex bullen,2227,E1,0.5,2212,33.58,0.49,33
2024-05-18,Tim Kett,George I Miller,NA,1959,ENG,1,2215,34.4,0.82,34
2024-05-18,Tim Kett,Jonathan Underwood,NA,2095,ENG,0.5,2212,35.08,0.68,34.5
2024-05-19,Tim Kett,Olugbemiga (Ben) Ogunshola,NA,2182,ENG,0.5,2211,35.64,0.56,35
2024-05-19,Tim Kett,Anthony Coffey,NA,2101,ENG,0.5,2209,36.31,0.67,35.5
2024-05-27,Tim Kett,Alex Bullen,e1 alex bullen,2227,E1,0,2201,36.8,0.49,35.5
2024-05-25,Tim Kett,Guy Wagner,e1 guy wagner,1776,E1,1,2202,37.7,0.9,36.5
2024-05-25,Tim Kett,George Zhao,NA,2089,ENG,0.5,2199,38.38,0.68,37
2024-05-26,Tim Kett,Bruce L Baer,NA,2107,ENG,1,2205,39.04,0.66,38
2024-05-26,Tim Kett,Michael J Ashworth,NA,2060,ENG,0,2193,39.76,0.72,38
2024-05-27,Tim Kett,Tristram Dp De Piro,NA,1912,ENG,1,2196,40.62,0.86,39
2024-06-04,Tim Kett,Mabon Hanczar,e1 mabon hanczar,850,E1,1,2197,41.52,0.9,40
2024-06-11,Tim Kett,Constantine Popov,e1 constantine popov,854,E1,1,2199,42.42,0.9,41
2024-06-18,Tim Kett,Alex Kennedy,e1 alex kennedy,1541,E1,1,2201,43.32,0.9,42
2024-06-25,Tim Kett,Kam Choo Yin,e1 kam choo yin,1658,E1,1,2202,44.22,0.9,43
2024-01-15,Murray Smith,Patrick Bourne,d1 patrick bourne,1175,D1,1,2212,0.9,0.9,1
2024-03-16,Olivia Smith,Oliver Stubbs,NA,2234,ENG,0.5,2190,0.44,0.44,0.5
2024-03-17,Olivia Smith,Zain Patel,NA,2087,ENG,1,2196,1.08,0.64,1.5
2024-03-22,Olivia Smith,Anusha Subramanian,NA,2150,ENG,0,2187,1.64,0.56,1.5
2024-03-22,Olivia Smith,Harriet Hunt,NA,2339,ENG,0,2182,1.94,0.3,1.5
2024-03-23,Olivia Smith,Andreea-Marioara Cosman,NA,2115,FIDE,0,2172,2.54,0.6,1.5
2024-03-23,Olivia Smith,Marta Garcia Martin,NA,2356,FIDE,0,2168,2.82,0.28,1.5
2024-03-24,Olivia Smith,Andreea-Cristiana Navrotescu,NA,2200,FIDE,0,2160,3.3,0.48,1.5
