Date,Player1,Player2,OppKey,OppRating_Display,RatingType,Result,New,Tot,Exp,Pts
2023-04-24,Alexis Harakis,Howard Williams,d1 howard williams,2340,D1,0.5,2320,1.82,0.46,2.5
2023-04-29,Alexis Harakis,Federico Rocco,NA,2180,ENG,1,2323,2.5,0.68,3.5
2023-04-30,Alexis Harakis,Ian Snape,NA,2175,ENG,0,2316,3.19,0.69,3.5
2023-05-01,Alexis Harakis,Calum Salmons,NA,2146,ENG,1,2319,3.91,0.72,4.5
2023-05-02,Alexis Harakis,Howard Williams,d1 howard williams,2340,D1,0.5,2319,4.37,0.46,5
2023-06-01,Alexis Harakis,Murray Smith,d1 murray smith,2200,D1,0,2313,5.03,0.66,5
2023-02-19,Grzegorz Toczek,Charles F Morris,n1 charles f morris,2153,N1,1,2313,0.71,0.71,1
2023-03-12,Grzegorz Toczek,Jose Camacho Collados,e1 jose camacho collados,2468,E1,0.5,2315,1,0.29,1.5
2023-04-07,Grzegorz Toczek,Allan Pleasants,e1 allan pleasants,2048,E1,1,2317,1.82,0.82,2.5
2023-04-07,Grzegorz Toczek,Adam Musson,w1 adam musson,2140,W1,1,2320,2.55,0.73,3.5
2023-04-08,Grzegorz Toczek,Sam Jukes,e1 sam jukes,2061,E1,1,2321,3.36,0.81,4.5
2023-04-08,Grzegorz Toczek,Daniel Kozusek,e1 daniel kozusek,2411,E1,0,2318,3.72,0.36,4.5
2023-04-09,Grzegorz Toczek,Joe Fathallah,e1 joe fathallah,2081,E1,1,2320,4.51,0.79,5.5
2023-04-10,Grzegorz Toczek,Jonathan LB Blackburn,g1 jonathan lb blackburn,2240,G1,0.5,2319,5.11,0.6,6
2023-04-10,Grzegorz Toczek,Tim Kett,e1 tim kett,2220,E1,1,2323,5.74,0.63,7
2023-02-13,Elijah Everett,John Shakespeare,n1 john shakespeare,2023,N1,1,2301,0.83,0.83,1
2023-02-27,Elijah Everett,Jay Drawbridge,n1 jay drawbridge,1700,N1,1,2302,1.73,0.9,2
2023-04-07,Elijah Everett,Paul Hatchett,e1 paul hatchett,2035,E1,0.5,2297,2.55,0.82,2.5
2023-04-07,Elijah Everett,Dave Turner,g1 dave turner,1954,G1,0.5,2291,3.43,0.88,3
2023-04-08,Elijah Everett,Ifan Rathbone-Jones,n1 ifan rathbone-jones,2051,N1,1,2294,4.24,0.81,4
2023-04-08,Elijah Everett,Adam Musson,w1 adam musson,2140,W1,0.5,2291,4.95,0.71,4.5
2023-04-09,Elijah Everett,Tim Kett,e1 tim kett,2220,E1,0,2281,5.56,0.61,4.5
2023-01-26,Vianney Domenech,Steve Smith,w1 steve smith,1868,W1,1,2261,0.9,0.9,1
2023-01-31,Vianney Domenech,David Guy,w1 david guy,1866,W1,1,2262,1.8,0.9,2
2023-02-21,Vianney Domenech,Steve Smith,w1 steve smith,1868,W1,1,2264,2.7,0.9,3
2023-03-13,Vianney Domenech,Adam Musson,w1 adam musson,2140,W1,1,2269,3.36,0.66,4
2023-03-21,Vianney Domenech,Adam May,w1 adam may,1908,W1,1,2271,4.24,0.88,5
2023-03-27,Vianney Domenech,Duncan Williams,w1 duncan williams,1810,W1,1,2273,5.14,0.9,6
2023-03-29,Vianney Domenech,Adam Musson,w1 adam musson,2140,W1,1,2278,5.8,0.66,7
2023-04-04,Vianney Domenech,Alan Young,w1 alan young,2092,W1,0,2266,6.52,0.72,7
2023-04-25,Vianney Domenech,Jason Garcia,w1 jason garcia,2048,W1,1,2270,7.29,0.77,8
2023-01-06,Jonathan LB Blackburn,Peter JE Ackley,NA,2092,ENG,0.5,2237,0.7,0.7,0.5
2023-01-07,Jonathan LB Blackburn,Rudy van Kemenade,n1 rudy van kemenade,2034,N1,1,2241,1.47,0.77,1.5
2023-01-07,Jonathan LB Blackburn,Nathanael Paul,NA,2124,ENG,1,2246,2.13,0.66,2.5
2023-01-08,Jonathan LB Blackburn,John J Cox,NA,2337,ENG,1,2256,2.49,0.36,3.5
2023-01-08,Jonathan LB Blackburn,Bruce L Baer,NA,2120,ENG,1,2261,3.16,0.67,4.5
2023-01-10,Jonathan LB Blackburn,John P Ewens,NA,1901,ENG,1,2263,4.04,0.88,5.5
2023-01-14,Jonathan LB Blackburn,Keith C Arkell,NA,2509,ENG,0,2261,4.22,0.18,5.5
2023-01-15,Jonathan LB Blackburn,Piotr Bobras,NA,2491,Fide,0,2258,4.41,0.19,5.5
2023-01-24,Jonathan LB Blackburn,Joachim Trier,NA,1824,ENG,1,2259,5.31,0.9,6.5
2023-02-06,Jonathan LB Blackburn,Gary Quillan,NA,2395,ENG,0.5,2263,5.6,0.29,7
2023-02-17,Jonathan LB Blackburn,Jacob Connor Boswell,NA,2238,ENG,1,2271,6.1,0.5,8
2023-02-28,Jonathan LB Blackburn,Jacob Connor Boswell,NA,2238,ENG,0,2262,6.6,0.5,8
2023-03-02,Jonathan LB Blackburn,John M Turner,NA,1971,ENG,1,2265,7.42,0.82,9
2023-03-08,Jonathan LB Blackburn,Bartosz Fajfer,NA,1989,ENG,1,2268,8.23,0.81,10
2023-03-21,Jonathan LB Blackburn,Simon Layhe,NA,1902,ENG,1,2270,9.1,0.87,11
2023-04-03,Jonathan LB Blackburn,Alex Richardson,NA,2024,ENG,1,2274,9.88,0.78,12
2023-04-07,Jonathan LB Blackburn,Ifan Rathbone-Jones,n1 ifan rathbone-jones,2051,N1,1,2278,10.63,0.75,13
2023-04-07,Jonathan LB Blackburn,Joshua McKenna,e1 joshua mckenna,1802,E1,1,2280,11.53,0.9,14
2023-04-08,Jonathan LB Blackburn,Daniel Kozusek,e1 daniel kozusek,2411,E1,0,2275,11.8,0.27,14
2023-04-08,Jonathan LB Blackburn,Sam Jukes,e1 sam jukes,2061,E1,1,2279,12.54,0.74,15
2023-04-09,Jonathan LB Blackburn,Hugo Fowler,g1 hugo fowler,2014,G1,1,2283,13.33,0.79,16
2023-04-10,Jonathan LB Blackburn,Grzegorz Toczek,e1 grzegorz toczek,2310,E1,0.5,2284,13.73,0.4,16.5
2023-04-10,Jonathan LB Blackburn,Adam Musson,w1 adam musson,2140,W1,1,2290,14.37,0.64,17.5
2023-04-29,Jonathan LB Blackburn,Gordon Freeman,NA,2222,ENG,0.5,2290,14.9,0.53,18
2023-04-30,Jonathan LB Blackburn,Harriet V Hunt,NA,2346,ENG,1,2300,15.25,0.35,19
2023-05-01,Jonathan LB Blackburn,Lawrence E Webb,NA,2284,ENG,0.5,2301,15.69,0.44,19.5
2023-04-18,Jonathan LB Blackburn,Michael Hancock,NA,2043,ENG,1,2305,16.45,0.76,20.5
2023-05-15,Jonathan LB Blackburn,John Ewens,NA,1928,ENG,1,2307,17.31,0.86,21.5
2023-05-17,Jonathan LB Blackburn,Richard WY Lee,NA,2109,ENG,1,2312,17.99,0.68,22.5
2023-06-30,Jonathan LB Blackburn,Athar Ansari,NA,2082,ENG,1,2317,18.7,0.71,23.5
2023-07-01,Jonathan LB Blackburn,John Potter,NA,2180,ENG,1,2324,19.29,0.59,24.5
2023-07-01,Jonathan LB Blackburn,Akshaya Kalaiyalahan,NA,2213,ENG,0.5,2323,19.83,0.54,25
2023-07-02,Jonathan LB Blackburn,Steven A Jones,NA,2256,ENG,0.5,2323,20.31,0.48,25.5
2023-07-02,Jonathan LB Blackburn,Jude Shearsby,NA,2111,ENG,1,2329,20.99,0.68,26.5
2023-01-11,Peter Varley,Nigel Saunders,g1 nigel saunders,1960,G1,0.5,2227,0.83,0.83,0.5
2023-02-07,Peter Varley,Steve Williams (Cwm),g1 steve williams (cwm),1694,G1,1,2228,1.73,0.9,1.5
2023-02-19,Peter Varley,Sam Jukes,e1 sam jukes,2061,E1,1,2233,2.46,0.73,2.5
2023-02-22,Peter Varley,Andrew Owen,g1 andrew owen,1751,G1,0,2218,3.36,0.9,2.5
2023-03-12,Peter Varley,Dillan Duke,g1 dillan duke,1866,G1,0.5,2212,4.25,0.89,3
2023-03-15,Peter Varley,David Vaughan,g1 david vaughan,1879,G1,0.5,2206,5.13,0.88,3.5
2023-04-05,Peter Varley,James Lavender,g1 james lavender,2092,G1,0,2195,5.82,0.69,3.5
2023-04-16,Peter Varley,Tim Kett,e1 tim kett,2220,E1,0.5,2195,6.34,0.52,4
2023-04-26,Peter Varley,Nigel Saunders,g1 nigel saunders,1960,G1,1,2197,7.17,0.83,5
2023-05-07,Peter Varley,Joe Fathallah,e1 joe fathallah,2081,E1,0,2186,7.87,0.7,5
2023-05-12,Peter Varley,David Norris,g1 david norris,1484,G1,1,2188,8.77,0.9,6
2023-05-13,Peter Varley,Chris Dixon,g1 chris dixon,1687,G1,1,2189,9.67,0.9,7
2023-05-13,Peter Varley,James Lavender,g1 james lavender,2092,G1,0.5,2186,10.36,0.69,7.5
2023-05-14,Peter Varley,Nigel Saunders,g1 nigel saunders,1960,G1,0.5,2181,11.19,0.83,8
2023-05-14,Peter Varley,Dave Turner,g1 dave turner,1954,G1,0,2168,12.02,0.83,8
2023-01-17,Tim Kett,David Llewellyn,e1 david llewellyn,1956,E1,1,2223,0.82,0.82,1
2023-01-29,Tim Kett,James Tapp,e1 james tapp,2007,E1,1,2227,1.59,0.77,2
2023-02-04,Tim Kett,Eric D Gardiner,NA,1995,ENG,1,2230,2.38,0.79,3
2023-02-04,Tim Kett,Marcus R Harvey,NA,2550,ENG,0,2228,2.51,0.13,3
2023-02-04,Tim Kett,Zoe Varney,NA,2032,ENG,0.5,2224,3.26,0.75,3.5
2023-02-05,Tim Kett,Nigel J Morse,NA,2044,ENG,1,2228,3.99,0.73,4.5
2023-02-05,Tim Kett,Russell James,NA,2122,ENG,0.5,2226,4.63,0.64,5
2023-02-11,Tim Kett,Peter Roberson,NA,2510,ENG,0,2223,4.79,0.16,5
2023-02-12,Tim Kett,Yichen Han,NA,2407,ENG,0,2219,5.04,0.25,5
2023-02-20,Tim Kett,Jonathan Gilbert,g1 jonathan gilbert,2034,G1,1,2223,5.78,0.74,6
2023-03-04,Tim Kett,Yuxuan Wu,e1 yuxuan wu,1683,E1,0.5,2217,6.68,0.9,6.5
2023-03-04,Tim Kett,Emma Kong,e1 emma kong,1380,E1,1,2219,7.58,0.9,7.5
2023-03-04,Tim Kett,Reginald Mba,e1 reginald mba,1811,E1,1,2220,8.48,0.9,8.5
2023-03-05,Tim Kett,Ifan Rathbone-Jones,n1 ifan rathbone-jones,2051,N1,1,2225,9.21,0.73,9.5
2023-03-05,Tim Kett,Hugo Fowler,g1 hugo fowler,2014,G1,0.5,2220,9.98,0.77,10
2023-03-12,Tim Kett,Olivia Smith,e1 olivia smith,2180,E1,0.5,2219,10.54,0.56,10.5
2023-03-14,Tim Kett,Daniel Wilmot,e1 daniel wilmot,1912,E1,1,2222,11.39,0.85,11.5
2023-03-18,Tim Kett,Ashley Stewart,NA,2202,ENG,0,2213,11.92,0.53,11.5
2023-03-19,Tim Kett,Liza Kisteneva,NA,2403,ENG,0,2209,12.18,0.26,11.5
2023-03-22,Tim Kett,Tom Brown,e1 tom brown,2116,E1,1,2215,12.83,0.65,12.5
2023-03-28,Tim Kett,Matthew Davies,e1 matthew davies,1952,E1,0,2202,13.65,0.82,12.5
2023-03-31,Tim Kett,Rishi Vijayakumar,NA,1843,FIDE,0,2187,14.55,0.9,12.5
2023-04-01,Tim Kett,Paul Lesniowski,NA,2052,ENG,1,2192,15.27,0.72,13.5
2023-04-01,Tim Kett,Jack Liu,NA,1962,ENG,0.5,2187,16.09,0.82,14
2023-04-02,Tim Kett,Hugo Fowler,g1 hugo fowler,2014,G1,0,2174,16.86,0.77,14
2023-04-02,Tim Kett,Jan Murawski,NA,2016,ENG,1,2178,17.62,0.76,15
2023-04-07,Tim Kett,Lee Davis,e1 lee davis,1944,E1,1,2181,18.45,0.83,16
2023-04-07,Tim Kett,Daniel Kozusek,e1 daniel kozusek,2411,E1,0,2177,18.7,0.25,16
2023-04-08,Tim Kett,Lynda Smith,g1 lynda smith,1855,G1,1,2179,19.59,0.89,17
2023-04-08,Tim Kett,Hugo Fowler,g1 hugo fowler,2014,G1,0.5,2174,20.36,0.77,17.5
2023-04-09,Tim Kett,Elijah Everett,n1 elijah everett,2298,N1,1,2184,20.75,0.39,18.5
2023-04-10,Tim Kett,Joe Fathallah,e1 joe fathallah,2081,E1,1,2189,21.44,0.69,19.5
2023-04-10,Tim Kett,Grzegorz Toczek,e1 grzegorz toczek,2310,E1,0,2183,21.81,0.37,19.5
2023-04-12,Tim Kett,Edward Donovan,e1 edward donovan,1884,E1,1,2185,22.68,0.87,20.5
2023-04-16,Tim Kett,Peter Varley,g1 peter varley,2232,G1,0.5,2186,23.16,0.48,21
2023-05-07,Tim Kett,Daniel Wilmot,e1 daniel wilmot,1912,E1,1,2188,24.01,0.85,22
2023-05-13,Tim Kett,Robert Ashworth,NA,1904,ENG,1,2190,24.87,0.86,23
2023-05-13,Tim Kett,Keith Arkell,NA,2481,ENG,0,2187,25.05,0.18,23
2023-05-13,Tim Kett,George I Miller,NA,1956,ENG,1,2190,25.87,0.82,24
2023-05-13,Tim Kett,Mark Littleton,NA,1995,ENG,0,2177,26.66,0.79,24
2023-05-17,Tim Kett,Alex Bullen,e1 alex bullen,2201,E1,0.5,2177,27.19,0.53,24.5
2023-05-21,Tim Kett,Lloyd Powell,g1 lloyd powell,2108,G1,0.5,2175,27.85,0.66,25
2023-05-27,Tim Kett,Craig Kennedy,NA,1894,ENG,1,2177,28.72,0.87,26
2023-05-27,Tim Kett,Adam Robinson,NA,1988,ENG,0.5,2172,29.51,0.79,26.5
2023-05-28,Tim Kett,Hugo Fowler,g1 hugo fowler,2014,G1,1,2176,30.28,0.77,27.5
2023-05-28,Tim Kett,Callum Brewer,NA,2240,ENG,0.5,2176,30.75,0.47,28
2023-05-29,Tim Kett,David L Roberts,e1 david l roberts,2035,E1,1,2180,31.49,0.74,29
2023-05-29,Tim Kett,Yichen Han,NA,2500,ENG,0.5,2186,31.66,0.17,29.5
2023-06-06,Tim Kett,Rhys Davies,e1 rhys davies,1178,E1,1,2187,32.56,0.9,30.5
2023-06-13,Tim Kett,Emyr Roberts,e1 emyr roberts,1651,E1,1,2189,33.46,0.9,31.5
2023-06-20,Tim Kett,Joshua McKenna,e1 joshua mckenna,1802,E1,1,2190,34.36,0.9,32.5
2023-06-27,Tim Kett,Csege Hanczar,e1 csege hanczar,1051,E1,1,2192,35.26,0.9,33.5
2023-01-03,Alex Bullen,David Llewellyn,e1 david llewellyn,1956,E1,1,2204,0.8,0.8,1
2023-01-06,Alex Bullen,Dave Turner,g1 dave turner,1954,G1,1,2207,1.61,0.81,2
2023-01-07,Alex Bullen,Conor Gay,NA,2021,ENG,1,2211,2.35,0.74,3
2023-01-07,Alex Bullen,Stephen J Homer,NA,2031,ENG,1,2216,3.08,0.73,4
2023-01-08,Alex Bullen,Ioan Rees,e1 ioan rees,2338,E1,0,2211,3.39,0.31,4
2023-01-08,Alex Bullen,Jason Garcia,w1 jason garcia,2048,W1,1,2215,4.1,0.71,5
2023-01-11,Alex Bullen,Georgi Korovski,e1 georgi korovski,1841,E1,1,2217,4.99,0.89,6
2023-01-18,Alex Bullen,Bill Harle,e1 bill harle,1679,E1,1,2219,5.89,0.9,7
2023-01-25,Alex Bullen,Tom Brown,e1 tom brown,2116,E1,1,2225,6.51,0.62,8
2023-02-04,Alex Bullen,Robert K Taylor,NA,1952,ENG,1,2228,7.32,0.81,9
2023-02-05,Alex Bullen,Alisha Vyas,NA,1887,ENG,1,2230,8.18,0.86,10
2023-02-07,Alex Bullen,David Llewellyn,e1 david llewellyn,1956,E1,1,2233,8.98,0.8,11
2023-02-15,Alex Bullen,Stuart Enoch,e1 stuart enoch,1390,E1,1,2235,9.88,0.9,12
2023-02-19,Alex Bullen,Frank May,g1 frank may,2023,G1,1,2239,10.62,0.74,13
2023-02-22,Alex Bullen,Matthew Davies,e1 matthew davies,1952,E1,1,2242,11.43,0.81,14
2023-02-26,Alex Bullen,Callum Davies,e1 callum davies,1838,E1,0,2228,12.32,0.89,14
2023-03-04,Alex Bullen,Tom Davies,e1 tom davies,1638,E1,1,2230,13.22,0.9,15
2023-03-04,Alex Bullen,Kimberly Chong,e1 kimberly chong,1709,E1,1,2231,14.12,0.9,16
2023-03-04,Alex Bullen,Sam Jukes,e1 sam jukes,2061,E1,1,2236,14.81,0.69,17
2023-03-05,Alex Bullen,Dai James,e1 dai james,1848,E1,1,2238,15.69,0.88,18
2023-03-05,Alex Bullen,Ayodele Sadiq,e1 ayodele sadiq,2006,E1,1,2242,16.44,0.75,19
2023-03-10,Alex Bullen,Jonathan Bourne,NA,1947,ENG,1,2245,17.25,0.81,20
2023-03-11,Alex Bullen,Iwan Cave,NA,2134,ENG,0.5,2244,17.85,0.6,20.5
2023-03-11,Alex Bullen,Peter Large,NA,2294,ENG,0,2238,18.22,0.37,20.5
2023-03-12,Alex Bullen,Tony Wells,NA,2050,ENG,1,2242,18.92,0.7,21.5
2023-03-12,Alex Bullen,Jane Richmond,g1 jane richmond,2152,G1,0,2233,19.49,0.57,21.5
2023-03-15,Alex Bullen,Sam Jukes,e1 sam jukes,2061,E1,0,2222,20.18,0.69,21.5
2023-03-18,Alex Bullen,Ayodeji Jeje,NA,2082,ENG,1,2228,20.84,0.66,22.5
2023-03-19,Alex Bullen,Pelle Larsen,NA,2209,ENG,0.5,2228,21.33,0.49,23
2023-03-27,Alex Bullen,Jonathan Gilbert,g1 jonathan gilbert,2034,G1,1,2232,22.05,0.72,24
2023-03-29,Alex Bullen,Joe Fathallah,e1 joe fathallah,2081,E1,0.5,2229,22.72,0.67,24.5
2023-04-07,Alex Bullen,Rudy van Kemenade,n1 rudy van kemenade,2034,N1,1,2234,23.44,0.72,25.5
2023-04-07,Alex Bullen,Sam Jukes,e1 sam jukes,2061,E1,0,2223,24.13,0.69,25.5
2023-04-08,Alex Bullen,Paul Hatchett,e1 paul hatchett,2035,E1,0.5,2219,24.85,0.72,26
2023-04-08,Alex Bullen,Joe Fathallah,e1 joe fathallah,2081,E1,0,2209,25.52,0.67,26
2023-04-09,Alex Bullen,Ifan Rathbone-Jones,n1 ifan rathbone-jones,2051,N1,1,2213,26.22,0.7,27
2023-04-10,Alex Bullen,Hugo Fowler,g1 hugo fowler,2014,G1,0.5,2209,26.97,0.75,27.5
2023-04-10,Alex Bullen,Allan Pleasants,e1 allan pleasants,2048,E1,0.5,2206,27.68,0.71,28
2023-04-24,Alex Bullen,Mark Adams,g1 mark adams,1968,G1,1,2209,28.47,0.79,29
2023-04-29,Alex Bullen,Elis Dicen,NA,2004,ENG,0.5,2205,29.23,0.76,29.5
2023-04-30,Alex Bullen,Clive Frostick,NA,2097,ENG,1,2211,29.88,0.65,30.5
2023-05-01,Alex Bullen,Stephen Potter,NA,1900,ENG,1,2213,30.73,0.85,31.5
2023-05-17,Alex Bullen,Tim Kett,e1 tim kett,2220,E1,0.5,2214,31.2,0.47,32
2023-05-21,Alex Bullen,Sam Jukes,e1 sam jukes,2061,E1,1,2219,31.89,0.69,33
2023-05-27,Alex Bullen,Robert Ashworth,NA,1904,ENG,1,2221,32.74,0.85,34
2023-05-27,Alex Bullen,David L Roberts,e1 david l roberts,2035,E1,1,2226,33.46,0.72,35
2023-05-28,Alex Bullen,Aitor Garcia-Ruiz,NA,2125,ENG,1,2232,34.07,0.61,36
2023-05-28,Alex Bullen,Yichen Han,NA,2500,ENG,0,2230,34.22,0.15,36
2023-05-29,Alex Bullen,Michael Ashworth,NA,2123,ENG,1,2236,34.83,0.61,37
2023-05-29,Alex Bullen,Dominic Mackle,NA,2239,ENG,1,2245,35.28,0.45,38
2022-12-31,Murray Smith,Howard Williams,d1 howard williams,2340,D1,0.5,2203,0.31,0.31,0.5
2023-02-13,Murray Smith,Ewan Ferguson,d1 ewan ferguson,1800,D1,1,2205,1.21,0.9,1.5
2023-06-01,Murray Smith,Alexis Harakis,d1 alexis harakis,2313,D1,1,2215,1.55,0.34,2.5
2023-01-14,Sven Zeidler,David J Eggleston,NA,2433,ENG,0.5,2200,0.2,0.2,0.5
2023-01-15,Sven Zeidler,Julianna Terbe,NA,2189,ENG,0,2192,0.71,0.51,0.5
2023-03-18,Sven Zeidler,Robert Starley,NA,2175,ENG,0,2183,1.24,0.53,0.5
2023-03-19,Sven Zeidler,Peter Shaw,NA,2186,ENG,0,2175,1.75,0.51,0.5
2023-04-29,Sven Zeidler,David Murray,NA,2129,ENG,0,2165,2.34,0.59,0.5
2023-04-30,Sven Zeidler,Can Durak,NA,2133,ENG,0,2156,2.93,0.59,0.5
2023-05-01,Sven Zeidler,Stephen Ledger,NA,2128,ENG,0.5,2155,3.53,0.6,1
2022-10-09,Ernest Gibiec,Marek Weczerek,NA,1957,FIDE,0.5,2181,0.79,0.79,0.5
2022-10-09,Ernest Gibiec,Matyas Paseka,NA,2190,FIDE,0,2173,1.28,0.49,0.5
2022-10-16,Ernest Gibiec,Lukas Klima,NA,2348,FIDE,0,2169,1.56,0.28,0.5
2022-11-06,Ernest Gibiec,Robin Olsar,NA,2016,FIDE,0.5,2165,2.29,0.73,1
2022-11-06,Ernest Gibiec,Dominik Kula,NA,2203,FIDE,0,2158,2.77,0.48,1
2022-11-13,Ernest Gibiec,Robin Olsar,NA,2016,FIDE,1,2162,3.5,0.73,2
2022-11-13,Ernest Gibiec,Libor Stamposky,NA,1830,FIDE,0.5,2156,4.39,0.89,2.5
2022-12-04,Ernest Gibiec,Vladimir Belunek,NA,2183,FIDE,1,2164,4.89,0.5,3.5
2022-12-04,Ernest Gibiec,Petr Kapusta,NA,2153,FIDE,0.5,2163,5.44,0.55,4
2022-12-11,Ernest Gibiec,Jiri Briza,NA,1873,FIDE,1,2165,6.3,0.86,5
2023-01-08,Ernest Gibiec,Roman Pilch,NA,2184,FIDE,0.5,2165,6.8,0.5,5.5
2023-01-08,Ernest Gibiec,Marek Lojek,NA,2134,FIDE,0.5,2164,7.37,0.57,6
2023-01-15,Ernest Gibiec,Roman Mrazek,NA,2110,FIDE,1,2170,7.98,0.61,7
2023-01-15,Ernest Gibiec,Petr Matonoha,NA,2013,FIDE,1,2175,8.71,0.73,8
2023-02-05,Ernest Gibiec,Bayarjavkhlan Delgerdalai,NA,2189,FIDE,1,2183,9.21,0.5,9
2023-02-05,Ernest Gibiec,Jaroslav Kanok,NA,2154,FIDE,0.5,2182,9.76,0.55,9.5
2023-02-12,Ernest Gibiec,Pavel Podlesny,NA,2055,FIDE,0.5,2179,10.44,0.68,10
2023-02-12,Ernest Gibiec,Ladislav Kander,NA,2037,FIDE,0,2168,11.14,0.7,10
2023-03-04,Ernest Gibiec,Csombor Hanczar,e1 csombor hanczar,964,E1,1,2170,12.04,0.9,11
2023-03-04,Ernest Gibiec,Duncan MacDonald,e1 duncan macdonald,1880,E1,1,2172,12.89,0.85,12
